step,episode,episode_step,reward,episode_return,done,scenario_name,load_variance,target_load_error,overload_ratio,sla_count,handover_count,load_imbalance_start,load_imbalance_end,target_load_error_start,target_load_error_end,instant_reward_mean,dense_window_reward,episode_terminal_reward,global_network_cost,global_cost_start,global_cost_end,global_cost_improvement,global_action_penalty,global_bad_direction_penalty,saturation_count,action_direction_reward,terminal_reward_only,use_progress_reward,overloaded_negative_fraction,light_nonnegative_fraction,bias_matrix,directional_bias_tensor,target_load_matrix,balance_target_matrix,load_matrix,sla_matrix,ue_count_matrix,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,bias_g0_eMBB,bias_g0_URLLC,bias_g0_mMTC,bias_g1_eMBB,bias_g1_URLLC,bias_g1_mMTC,bias_g2_eMBB,bias_g2_URLLC,bias_g2_mMTC,target_load_g0_eMBB,target_load_g0_URLLC,target_load_g0_mMTC,target_load_g1_eMBB,target_load_g1_URLLC,target_load_g1_mMTC,target_load_g2_eMBB,target_load_g2_URLLC,target_load_g2_mMTC,balance_target_g0_eMBB,balance_target_g0_URLLC,balance_target_g0_mMTC,balance_target_g1_eMBB,balance_target_g1_URLLC,balance_target_g1_mMTC,balance_target_g2_eMBB,balance_target_g2_URLLC,balance_target_g2_mMTC,load_g0_eMBB,load_g0_URLLC,load_g0_mMTC,load_g1_eMBB,load_g1_URLLC,load_g1_mMTC,load_g2_eMBB,load_g2_URLLC,load_g2_mMTC,sla_g0_eMBB,sla_g0_URLLC,sla_g0_mMTC,sla_g1_eMBB,sla_g1_URLLC,sla_g1_mMTC,sla_g2_eMBB,sla_g2_URLLC,sla_g2_mMTC,ue_count_g0_eMBB,ue_count_g0_URLLC,ue_count_g0_mMTC,ue_count_g1_eMBB,ue_count_g1_URLLC,ue_count_g1_mMTC,ue_count_g2_eMBB,ue_count_g2_URLLC,ue_count_g2_mMTC
1,0,1,-2.328059673309326,-2.328059673309326,False,embb_g0_offload,0.09876543209876543,0.09876543209876543,0.2222222222222222,3.0,1,0.08142026323844505,0.09876543209876543,0.08142026323844505,0.09876543209876543,-2.3280596894773677,-2.3280596894773677,0.0,15.098765432098766,15.081420263238446,15.098765432098766,-0.017345168860320115,0.5306875345509087,1.780026986066139,0,0.41532796976112185,False,False,1.0,1.0,"[[-0.04971989989280701, -1.0, 0.045807771384716034], [0.1530972421169281, -0.25522440671920776, 0.7783608436584473], [-0.3089541792869568, 1.0, -0.6704291105270386]]","[[[0.39858296513557434, -1.0, 0.04690480977296829], [-0.49802276492118835, -1.0, 0.044710732996463776]], [[-0.20912672579288483, 0.4895511567592621, 0.5567216277122498], [0.5153211951255798, -1.0, 1.0]], [[0.3820916414260864, 1.0, -0.3408581614494324], [-1.0, 1.0, -1.0]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[0.9090909090909091, 0.8484848484848485, 0.48484848484848486], [0.24242424242424243, 0.8484848484848485, 0.48484848484848486], [0.9090909090909091, 0.8484848484848485, 0.48484848484848486]]","[[0.20961090341225702, 0.0, 0.0], [0.20402141484159186, 0.0, 0.0], [0.31833213157053936, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [1.0, 2.0, 2.0], [2.0, 2.0, 2.0]]",0.39858296513557434,-1.0341742038726807,0.04690480977296829,-0.49802276492118835,-1.0404152870178223,0.044710732996463776,-0.20912672579288483,0.4895511567592621,0.5567216277122498,0.5153211951255798,-1.2516136169433594,1.0915077924728394,0.3820916414260864,1.1634477376937866,-0.3408581614494324,-1.405253529548645,1.585219144821167,-1.1018211841583252,0.9090909361839294,0.8484848737716675,0.4848484992980957,0.24242424964904785,0.8484848737716675,0.4848484992980957,0.9090909361839294,0.8484848737716675,0.4848484992980957,0.20961090922355652,0.0,0.0,0.2040214091539383,0.0,0.0,0.31833213567733765,0.0,0.0,0.6363636255264282,1.0,0.0,0.03030303120613098,1.0,0.0,1.0,1.0,0.0,0.05388910323381424,0.569696307182312,0.0,3.158461187649362e-16,0.3971974849700928,0.0,0.9023699760437012,0.36993643641471863,0.0,0.270013689994812,0.0,0.0,0.0,0.5,0.0,1.0,0.39698493480682373,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,-0.04971989989280701,-1.0,0.045807771384716034,0.1530972421169281,-0.25522440671920776,0.7783608436584473,-0.3089541792869568,1.0,-0.6704291105270386,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.9090909090909091,0.8484848484848485,0.48484848484848486,0.24242424242424243,0.8484848484848485,0.48484848484848486,0.9090909090909091,0.8484848484848485,0.48484848484848486,0.20961090341225702,0.0,0.0,0.20402141484159186,0.0,0.0,0.31833213157053936,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
2,0,2,7.950644016265869,5.622584342956543,False,embb_g0_offload,0.11978369554127132,0.11978369554127132,0.1111111111111111,1.0,0,0.09876543209876543,0.11978369554127132,0.09876543209876543,0.11978369554127132,7.950643925108502,7.950643925108502,0.0,6.119783695541271,15.098765432098766,6.119783695541271,8.978981736557495,0.8709295107693245,0.15740830067966932,1,0.6584607078915551,False,False,0.0,1.0,"[[0.019644752144813538, -0.46484947204589844, -0.2589016258716583], [0.3350638747215271, -0.11389513313770294, 0.26669010519981384], [1.0, -0.14981821179389954, 0.039941877126693726]]","[[[-0.3893658220767975, -0.3185254633426666, -1.0], [0.42865532636642456, -0.6111735105514526, 0.48219674825668335]], [[0.7897740006446838, 0.3716793358325958, 0.7104659080505371], [-0.11964625865221024, -0.5994696021080017, -0.17708568274974823]], [[1.0, -1.0, 1.0], [1.0, 0.7003635764122009, -0.9201162457466125]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[0.5454545454545454, 0.8484848484848485, 0.48484848484848486], [0.24242424242424243, 0.48484848484848486, 0.48484848484848486], [1.0, 0.7272727272727273, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.26704273785228533, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [1.0, 2.0, 2.0], [2.0, 2.0, 2.0]]",-0.3893658220767975,-0.3185254633426666,-1.7008483409881592,0.42865532636642456,-0.6111735105514526,0.48219674825668335,0.7897740006446838,0.3716793358325958,0.7104659080505371,-0.11964625865221024,-0.5994696021080017,-0.17708568274974823,1.0488187074661255,-1.0556038618087769,1.5133991241455078,1.675889253616333,0.7003635764122009,-0.9201162457466125,0.5454545617103577,0.8484848737716675,0.4848484992980957,0.24242424964904785,0.4848484992980957,0.4848484992980957,1.0,0.7272727489471436,0.4848484992980957,0.0,0.0,0.0,0.0,0.0,0.0,0.26704272627830505,0.0,0.0,0.03030303120613098,1.0,0.0,0.03030303120613098,0.0,0.0,1.0,0.4545454680919647,0.0,1.7048118024831638e-05,0.6209174990653992,0.0,6.316922375298724e-16,0.0,0.0,1.0,0.08495520055294037,0.0,0.0,0.5302013158798218,0.0,0.0,0.0,0.0,0.0,0.39698493480682373,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.019644752144813538,-0.46484947204589844,-0.2589016258716583,0.3350638747215271,-0.11389513313770294,0.26669010519981384,1.0,-0.14981821179389954,0.039941877126693726,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5454545454545454,0.8484848484848485,0.48484848484848486,0.24242424242424243,0.48484848484848486,0.48484848484848486,1.0,0.7272727272727273,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.26704273785228533,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
3,0,3,-0.9301697611808777,4.692414581775665,False,embb_g0_offload,0.042444648505254576,0.042444648505254576,0.0,1.0,2,0.11978369554127132,0.042444648505254576,0.11978369554127132,0.042444648505254576,-0.9301697814502271,-0.9301697814502271,0.0,5.0424446485052545,6.119783695541271,5.0424446485052545,1.0773390470360162,1.04289488089123,0.9646139475950134,0,0.48625137550490244,False,False,1.0,1.0,"[[-0.6296103000640869, -0.1047484427690506, -0.07354545593261719], [-0.6698039770126343, 0.22568684816360474, 0.15243104100227356], [-0.9428668022155762, -0.0867096483707428, -0.02701658010482788]]","[[[-1.0, -0.39462512731552124, 0.6308913826942444], [-0.2592206597328186, 0.18512824177742004, -0.7779822945594788]], [[-0.33960792422294617, -0.5045961141586304, -0.08168287575244904], [-1.0, 0.9559698104858398, 0.38654494285583496]], [[-1.0, -0.7828599214553833, 0.9459668397903442], [-0.8857336640357971, 0.6094406247138977, -1.0]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[0.8484848484848485, 0.8484848484848485, 0.48484848484848486], [0.8484848484848485, 0.48484848484848486, 0.48484848484848486], [0.6060606060606061, 0.48484848484848486, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.05443973468106191, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [2.0, 2.0, 2.0], [1.0, 2.0, 2.0]]",-1.0368192195892334,-0.39462512731552124,0.6308913826942444,-0.2592206597328186,0.18512824177742004,-0.7779822945594788,-0.33960792422294617,-0.5045961141586304,-0.08168287575244904,-1.2735987901687622,0.9559698104858398,0.38654494285583496,-1.0913443565368652,-0.7828599214553833,0.9459668397903442,-0.8857336640357971,0.6094406247138977,-1.5098204612731934,0.8484848737716675,0.8484848737716675,0.4848484992980957,0.8484848737716675,0.4848484992980957,0.4848484992980957,0.6060606241226196,0.4848484992980957,0.4848484992980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0544397346675396,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.24242424964904785,1.0,0.03030303120613098,0.0,1.0,1.0,0.0,0.25972044467926025,0.0,0.04883575439453125,1.0,3.352840394654777e-06,0.0,0.4543536603450775,0.5302013158798218,0.0,0.10975100845098495,0.0,0.5,1.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,-0.6296103000640869,-0.1047484427690506,-0.07354545593261719,-0.6698039770126343,0.22568684816360474,0.15243104100227356,-0.9428668022155762,-0.0867096483707428,-0.02701658010482788,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.8484848484848485,0.8484848484848485,0.48484848484848486,0.8484848484848485,0.48484848484848486,0.48484848484848486,0.6060606060606061,0.48484848484848486,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.05443973468106191,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
4,0,4,2.4975929260253906,7.190007507801056,False,embb_g0_offload,0.02632384450566268,0.02632384450566268,0.1111111111111111,0.0,0,0.042444648505254576,0.02632384450566268,0.042444648505254576,0.02632384450566268,2.4975928166849535,2.4975928166849535,0.0,1.0263238445056626,5.0424446485052545,1.0263238445056626,4.016120803999592,1.4176095131638533,0.10091847415078528,1,-0.015650899637313104,False,False,0.0,1.0,"[[1.0, -0.6823734045028687, 0.21190720796585083], [0.496035635471344, 0.3240233063697815, -0.6535930037498474], [0.3494568169116974, 1.0, -0.4152301549911499]]","[[[1.0, -0.7416194081306458, -0.5761855840682983], [1.0, -0.6231273412704468, 1.0]], [[1.0, -0.3519533574581146, -1.0], [-0.007928721606731415, 1.0, -0.3071860373020172]], [[-0.3010863661766052, 1.0, -1.0], [1.0, 1.0, 0.1695397049188614]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[1.0, 0.8484848484848485, 0.48484848484848486], [0.8484848484848485, 0.8484848484848485, 0.48484848484848486], [0.6060606060606061, 0.8484848484848485, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [2.0, 2.0, 2.0], [1.0, 2.0, 2.0]]",1.2840192317962646,-0.7416194081306458,-0.5761855840682983,2.1771786212921143,-0.6231273412704468,1.4290958642959595,1.4816814661026,-0.3519533574581146,-1.3057798147201538,-0.007928721606731415,1.052748203277588,-0.3071860373020172,-0.3010863661766052,1.217673897743225,-1.5401077270507812,1.063909888267517,1.3960511684417725,0.1695397049188614,1.0,0.8484848737716675,0.4848484992980957,0.8484848737716675,0.8484848737716675,0.4848484992980957,0.6060606241226196,0.8484848737716675,0.4848484992980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666865348816,0.0,1.0,1.0,0.0,0.6773733496665955,1.0,0.0,1.0,0.11132650822401047,0.0,0.0,0.5302013158798218,0.0,0.10975100845098495,0.5,0.0,1.0,0.39698493480682373,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,1.0,-0.6823734045028687,0.21190720796585083,0.496035635471344,0.3240233063697815,-0.6535930037498474,0.3494568169116974,1.0,-0.4152301549911499,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,1.0,0.8484848484848485,0.48484848484848486,0.8484848484848485,0.8484848484848485,0.48484848484848486,0.6060606060606061,0.8484848484848485,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
5,0,5,-0.7956290245056152,6.394378483295441,False,embb_g0_offload,0.02632384450566268,0.02632384450566268,0.1111111111111111,0.0,0,0.02632384450566268,0.02632384450566268,0.02632384450566268,0.02632384450566268,-0.7956290119576719,-0.7956290119576719,0.0,1.0263238445056626,1.0263238445056626,1.0263238445056626,0.0,0.736413881729687,0.0592151302279848,1,0.5404120030857268,False,False,0.0,1.0,"[[0.8720390200614929, 0.16864819824695587, -0.3783149719238281], [0.9290043115615845, 0.0, 0.4479398727416992], [-0.11454717814922333, 0.5788820385932922, 0.036098748445510864]]","[[[1.0, 0.2070392519235611, 0.24337008595466614], [0.7440780401229858, 0.13025714457035065, -1.0]], [[0.8580085635185242, -1.0, -0.10412024706602097], [1.0, 1.0, 1.0]], [[0.259430468082428, 0.15776404738426208, -0.9278025031089783], [-0.48852482438087463, 1.0, 1.0]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[1.0, 0.8484848484848485, 0.48484848484848486], [0.8484848484848485, 0.8484848484848485, 0.48484848484848486], [0.6060606060606061, 0.8484848484848485, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [2.0, 2.0, 2.0], [1.0, 2.0, 2.0]]",1.3708478212356567,0.2070392519235611,0.24337008595466614,0.7440780401229858,0.13025714457035065,-1.1368536949157715,0.8580085635185242,-2.219494581222534,-0.10412024706602097,1.593664288520813,2.1414616107940674,1.9200478792190552,0.259430468082428,0.15776404738426208,-0.9278025031089783,-0.48852482438087463,1.7344388961791992,2.052029609680176,1.0,0.8484848737716675,0.4848484992980957,0.8484848737716675,0.8484848737716675,0.4848484992980957,0.6060606241226196,0.8484848737716675,0.4848484992980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.44215893745422363,0.4048331379890442,0.0,0.0,0.5302013158798218,0.0,0.10975100845098495,0.5,0.0,0.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.8720390200614929,0.16864819824695587,-0.3783149719238281,0.9290043115615845,0.0,0.4479398727416992,-0.11454717814922333,0.5788820385932922,0.036098748445510864,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,1.0,0.8484848484848485,0.48484848484848486,0.8484848484848485,0.8484848484848485,0.48484848484848486,0.6060606060606061,0.8484848484848485,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
6,0,6,-1.5455996990203857,4.848778784275055,False,embb_g0_offload,0.14345474951535556,0.14345474951535556,0.2222222222222222,0.0,3,0.02632384450566268,0.14345474951535556,0.02632384450566268,0.14345474951535556,-1.5455996733479427,-1.5455996733479427,0.0,1.1434547495153555,1.0263238445056626,1.1434547495153555,-0.11713090500969292,1.2156571295395722,0.21281163879867757,1,-0.3275667769568307,False,False,0.5,0.0,"[[0.5488306879997253, 0.17216536402702332, 0.25854209065437317], [-0.5084114074707031, 0.0, 0.5252237319946289], [-0.7292866706848145, 0.3681989908218384, -0.9853396415710449]]","[[[0.09766139090061188, 0.6533020734786987, 0.02674570307135582], [1.0, -0.3089713454246521, 0.4903384745121002]], [[-0.01682286709547043, 1.0, 1.0], [-1.0, -1.0, 0.05044745281338692]], [[-0.4585733711719513, 0.15068846940994263, -1.0], [-1.0, 0.5857095122337341, -0.9706792235374451]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[0.9090909090909091, 0.8484848484848485, 0.48484848484848486], [0.24242424242424243, 0.48484848484848486, 0.48484848484848486], [1.0, 0.8484848484848485, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [1.0, 2.0, 2.0], [2.0, 2.0, 2.0]]",0.09766139090061188,0.6533020734786987,0.02674570307135582,1.465178370475769,-0.3089713454246521,0.4903384745121002,-0.01682286709547043,1.3567131757736206,2.170250654220581,-1.0720549821853638,-1.4496899843215942,0.05044745281338692,-0.4585733711719513,0.15068846940994263,-1.36910879611969,-1.3423086404800415,0.5857095122337341,-0.9706792235374451,0.9090909361839294,0.8484848737716675,0.4848484992980957,0.24242424964904785,0.4848484992980957,0.4848484992980957,1.0,0.8484848737716675,0.4848484992980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.03030303120613098,0.0,0.0,1.0,0.7575757503509521,0.0,1.0,1.0,0.0,1.8950767655291764e-15,0.0,0.0,1.0,0.1402544230222702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.5488306879997253,0.17216536402702332,0.25854209065437317,-0.5084114074707031,0.0,0.5252237319946289,-0.7292866706848145,0.3681989908218384,-0.9853396415710449,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.9090909090909091,0.8484848484848485,0.48484848484848486,0.24242424242424243,0.48484848484848486,0.48484848484848486,1.0,0.8484848484848485,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
7,0,7,-7.622882843017578,-2.774104058742523,False,embb_g0_offload,0.1275380063258851,0.1275380063258851,0.2222222222222222,1.0,0,0.14345474951535556,0.1275380063258851,0.14345474951535556,0.1275380063258851,-7.6228829373530145,-7.6228829373530145,0.0,7.127538006325885,1.1434547495153555,7.127538006325885,-5.984083256810529,1.113703182338485,0.5250964982040001,2,0.012153714895248413,False,False,0.0,1.0,"[[0.3690251111984253, -0.18028201162815094, 0.39186200499534607], [-0.06939971446990967, -0.922134518623352, -0.5672315359115601], [0.9207382202148438, 0.4274897873401642, 0.3936741352081299]]","[[[1.0, 0.4717593491077423, 1.0], [-0.261949747800827, -0.8323233723640442, -0.21627599000930786]], [[-0.5336041450500488, -0.8442690372467041, -0.13446302711963654], [0.3948047161102295, -1.0, -1.0]], [[1.0, 0.25902295112609863, 0.3041534125804901], [0.8414764404296875, 0.5959566235542297, 0.48319485783576965]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[1.0, 0.8484848484848485, 0.48484848484848486], [0.24242424242424243, 0.8484848484848485, 0.48484848484848486], [1.0, 0.8484848484848485, 0.48484848484848486]]","[[0.01714395963102257, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [1.0, 2.0, 2.0], [2.0, 2.0, 2.0]]",1.1850894689559937,0.4717593491077423,1.3715624809265137,-0.261949747800827,-0.8323233723640442,-0.21627599000930786,-0.5336041450500488,-0.8442690372467041,-0.13446302711963654,0.3948047161102295,-1.5061290264129639,-1.5662137269973755,1.8533235788345337,0.25902295112609863,0.3041534125804901,0.8414764404296875,0.5959566235542297,0.48319485783576965,1.0,0.8484848737716675,0.4848484992980957,0.24242424964904785,0.8484848737716675,0.4848484992980957,1.0,0.8484848737716675,0.4848484992980957,0.017143959179520607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.03030303120613098,1.0,0.0,1.0,0.7272727489471436,0.0,1.0,1.0,0.0,2.210922857824333e-15,0.4492889642715454,0.0,1.0,0.14843757450580597,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.36549901962280273,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.3690251111984253,-0.18028201162815094,0.39186200499534607,-0.06939971446990967,-0.922134518623352,-0.5672315359115601,0.9207382202148438,0.4274897873401642,0.3936741352081299,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,1.0,0.8484848484848485,0.48484848484848486,0.24242424242424243,0.8484848484848485,0.48484848484848486,1.0,0.8484848484848485,0.48484848484848486,0.01714395963102257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
8,0,8,4.82750129699707,2.053397238254547,True,embb_g0_offload,0.08876645240281604,0.08876645240281604,0.1111111111111111,0.0,5,0.1275380063258851,0.08876645240281604,0.1275380063258851,0.08876645240281604,4.8275014417138955,4.8275014417138955,0.0,1.088766452402816,7.127538006325885,1.088766452402816,6.038771553923069,0.8153382737902715,0.39593183841890134,1,0.5781686327287129,False,False,1.0,1.0,"[[-0.2794994115829468, -0.6019987463951111, -0.4337621331214905], [0.0, -0.37026047706604004, -0.4752853810787201], [0.23038673400878906, -0.6807838678359985, -0.0932478979229927]]","[[[-1.0, -1.0, -0.38663163781166077], [0.44100117683410645, -0.20399746298789978, -0.4808925986289978]], [[-1.0, 0.2594790756702423, -0.4058651924133301], [1.0, -1.0, -0.5447055697441101]], [[0.24443623423576355, -1.0, -0.05776858702301979], [0.21633723378181458, -0.3615677058696747, -0.12872721254825592]]]","[[0.88, 0.5, 0.5], [0.18, 0.5, 0.5], [0.48, 0.5, 0.5]]","[[0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5], [0.5133333333333333, 0.5, 0.5]]","[[1.0, 0.8484848484848485, 0.48484848484848486], [0.8484848484848485, 0.48484848484848486, 0.48484848484848486], [0.42424242424242425, 0.8484848484848485, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 2.0], [2.0, 2.0, 2.0], [1.0, 2.0, 2.0]]",-1.2403948307037354,-1.4456040859222412,-0.38663163781166077,0.44100117683410645,-0.20399746298789978,-0.4808925986289978,-1.802525520324707,0.2594790756702423,-0.4058651924133301,2.1805474758148193,-1.654767394065857,-0.5447055697441101,0.24443623423576355,-1.7016130685806274,-0.05776858702301979,0.21633723378181458,-0.3615677058696747,-0.12872721254825592,0.8787878751754761,0.4848484992980957,0.4848484992980957,0.1818181872367859,0.4848484992980957,0.4848484992980957,0.4848484992980957,0.4848484992980957,0.4848484992980957,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,-0.2794994115829468,-0.6019987463951111,-0.4337621331214905,0.0,-0.37026047706604004,-0.4752853810787201,0.23038673400878906,-0.6807838678359985,-0.0932478979229927,0.88,0.5,0.5,0.18,0.5,0.5,0.48,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,0.5133333333333333,0.5,0.5,1.0,0.8484848484848485,0.48484848484848486,0.8484848484848485,0.48484848484848486,0.48484848484848486,0.42424242424242425,0.8484848484848485,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
