phase,episode,global_step,snapshot_name,expected_case,local_load,neighbor_load,scenario_local_load,scenario_neighbor_load,local_ue_count,neighbor_ue_count,local_bias,neighbor_bias,mean_raw_action,mean_applied_offset,mean_desired_offset,mean_tracking_error,handover_attempts,handover_successes,handover_failures,handover_ping_pongs,episode_return,expected_case_eMBB,local_load_eMBB,neighbor_load_eMBB,scenario_local_load_eMBB,scenario_neighbor_load_eMBB,local_ue_count_eMBB,neighbor_ue_count_eMBB,local_bias_eMBB,neighbor_bias_eMBB,mean_raw_action_eMBB,mean_applied_offset_eMBB,mean_desired_offset_eMBB,mean_tracking_error_eMBB,expected_case_URLLC,local_load_URLLC,neighbor_load_URLLC,scenario_local_load_URLLC,scenario_neighbor_load_URLLC,local_ue_count_URLLC,neighbor_ue_count_URLLC,local_bias_URLLC,neighbor_bias_URLLC,mean_raw_action_URLLC,mean_applied_offset_URLLC,mean_desired_offset_URLLC,mean_tracking_error_URLLC,expected_case_mMTC,local_load_mMTC,neighbor_load_mMTC,scenario_local_load_mMTC,scenario_neighbor_load_mMTC,local_ue_count_mMTC,neighbor_ue_count_mMTC,local_bias_mMTC,neighbor_bias_mMTC,mean_raw_action_mMTC,mean_applied_offset_mMTC,mean_desired_offset_mMTC,mean_tracking_error_mMTC
train,237,9520,feasible_mmtc_offload_only,neutral,0.7544117647058823,0.31911764705882356,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-0.3928163588047028,-0.35,0.7632033302865502,-1.11320333028655,3,3,0,0,-23.09262442588806,neutral,0.7544117647058823,0.31911764705882356,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-0.3928163588047028,-0.35,0.7632033302865502,-1.11320333028655,neutral,0.8696969696969697,0.740909090909091,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.5533702313899993,-1.75,-0.42375000000000007,-1.32625,offload,0.7734848484848484,0.9484848484848485,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-4.991220206022263,-4.85,-6.0,1.15
train,238,9560,feasible_mmtc_offload_only,neutral,0.9970588235294118,0.31617647058823534,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.8089710414409638,1.0,0.6906273805301113,0.30937261946988864,4,4,0,0,-21.79984775185585,neutral,0.9970588235294118,0.31617647058823534,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.8089710414409638,1.0,0.6906273805301113,0.30937261946988864,neutral,0.9477272727272726,0.2636363636363636,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.8194857060909271,-0.7,-0.54,-0.16,offload,0.06893939393939394,0.9522727272727274,0.0659090909090909,0.18181818181818182,0.3,4.7,0.05,1.0,-3.713852936029434,-3.7,-3.25,-0.45
train,239,9600,feasible_mmtc_offload_only,neutral,0.7602941176470588,0.4352941176470588,0.5588235294117647,0.5,1.2,2.8,0.0,0.0,-0.2540545403957367,-0.25,0.6503461765513053,-0.9003461765513053,4,4,0,0,-23.308795303106308,neutral,0.7602941176470588,0.4352941176470588,0.5588235294117647,0.5,1.2,2.8,0.0,0.0,-0.2540545403957367,-0.25,0.6503461765513053,-0.9003461765513053,neutral,0.9333333333333332,0.44393939393939397,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.6563101053237915,-0.2,-0.45500000000000007,0.25500000000000006,offload,0.6136363636363636,0.9681818181818181,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-5.081713604927063,-4.95,-6.0,1.05
train,240,9640,feasible_all_offload,offload,0.40294117647058825,0.9852941176470589,0.8823529411764707,0.17647058823529413,1.15,3.85,-1.0,1.0,-4.6356069386005405,-4.75,-5.3181061740767275,0.5681061740767269,8,8,0,0,-45.83147615194321,offload,0.40294117647058825,0.9852941176470589,0.8823529411764707,0.17647058823529413,1.15,3.85,-1.0,1.0,-4.6356069386005405,-4.75,-5.3181061740767275,0.5681061740767269,offload,0.9772727272727273,0.43106060606060603,0.8787878787878787,0.18181818181818182,2.775,2.225,-1.0,1.0,-3.189418387413025,-3.05,-5.89,2.8400000000000003,offload,0.815909090909091,0.8848484848484848,0.8787878787878787,0.18181818181818182,2.1,2.9,-1.0,1.0,-5.524495756626129,-5.45,-6.0,0.55
train,241,9680,feasible_all_offload,offload,0.19264705882352942,0.8514705882352942,0.1764705882352941,0.17647058823529413,0.625,4.375,0.05,1.0,-4.580071043968201,-4.5,-1.7998570271715149,-2.700142972828485,10,10,0,0,-18.28872734680772,offload,0.19264705882352942,0.8514705882352942,0.1764705882352941,0.17647058823529413,0.625,4.375,0.05,1.0,-4.580071043968201,-4.5,-1.7998570271715149,-2.700142972828485,offload,0.3378787878787879,0.5,0.32954545454545453,0.18181818181818182,1.375,3.625,0.05,1.0,1.4225534975528717,1.1,-2.8875,3.9875,offload,0.9477272727272729,0.8280303030303031,0.8787878787878787,0.18181818181818182,2.1,2.9,-1.0,1.0,-5.431628912687302,-5.3,-6.0,0.7
train,242,9720,feasible_all_offload,offload,0.6764705882352942,1.0,0.8823529411764707,0.17647058823529413,1.15,3.85,-1.0,1.0,-4.239324897527695,-4.7,-5.727405993838433,1.0274059938384326,6,6,0,0,-43.901447117328644,offload,0.6764705882352942,1.0,0.8823529411764707,0.17647058823529413,1.15,3.85,-1.0,1.0,-4.239324897527695,-4.7,-5.727405993838433,1.0274059938384326,offload,0.9886363636363636,0.07575757575757576,0.8787878787878787,0.18181818181818182,4.0,1.0,-1.0,1.0,-2.3140598595142365,-2.3,-5.998749999999999,3.6987499999999995,offload,0.39242424242424245,0.9643939393939395,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-5.515115135908127,-5.45,-6.0,0.55
train,243,9760,feasible_all_offload,offload,0.7176470588235293,0.8661764705882351,0.8823529411764707,0.17647058823529413,1.3,3.7,-1.0,1.0,-4.070746636390686,-4.4,-4.70867121537039,0.30867121537038994,10,10,0,0,-38.73810911178589,offload,0.7176470588235293,0.8661764705882351,0.8823529411764707,0.17647058823529413,1.3,3.7,-1.0,1.0,-4.070746636390686,-4.4,-4.70867121537039,0.30867121537038994,offload,0.6143939393939395,0.5515151515151515,0.5492424242424242,0.18181818181818182,1.9,3.1,-0.95,1.0,-3.091067749261856,-3.25,-5.775,2.525,offload,0.7166666666666667,0.9962121212121211,0.8787878787878787,0.18181818181818182,1.075,3.925,-1.0,1.0,-5.3750586152076725,-5.35,-6.0,0.65
train,244,9800,feasible_all_offload,offload,0.4970588235294118,0.8411764705882353,0.8823529411764707,0.17647058823529413,1.175,3.825,-1.0,1.0,-4.2690403938293455,-4.45,-5.480535605342243,1.030535605342243,8,8,0,0,-41.50489157438278,offload,0.4970588235294118,0.8411764705882353,0.8823529411764707,0.17647058823529413,1.175,3.825,-1.0,1.0,-4.2690403938293455,-4.45,-5.480535605342243,1.030535605342243,offload,0.9772727272727273,0.7,0.8787878787878787,0.18181818181818182,2.2,2.8,-1.0,1.0,-2.072356861829758,-1.75,-5.86875,4.11875,offload,0.6128787878787879,0.9734848484848484,0.8787878787878787,0.18181818181818182,1.1,3.9,-1.0,1.0,-5.619124168157578,-5.55,-6.0,0.45
train,245,9840,feasible_all_offload,offload,0.45,0.975,0.8823529411764707,0.17647058823529413,1.3,3.7,-1.0,1.0,-3.402757829427719,-4.55,-4.699923108266197,0.14992310826619687,7,7,0,0,-46.58659541606903,offload,0.45,0.975,0.8823529411764707,0.17647058823529413,1.3,3.7,-1.0,1.0,-3.402757829427719,-4.55,-4.699923108266197,0.14992310826619687,offload,0.8128787878787879,0.6651515151515152,0.8787878787878787,0.18181818181818182,1.45,3.55,-1.0,1.0,-4.390764147043228,-4.3,-5.85,1.55,offload,0.9962121212121211,0.44848484848484843,0.8787878787878787,0.18181818181818182,3.125,1.875,-1.0,1.0,-5.282760089635849,-5.3,-6.0,0.7
train,246,9880,feasible_all_offload,offload,0.038235294117647055,0.9941176470588236,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-4.908735048770905,-4.8,-1.9351482182224564,-2.8648517817775434,11,11,0,0,-13.62397682107985,offload,0.038235294117647055,0.9941176470588236,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-4.908735048770905,-4.8,-1.9351482182224564,-2.8648517817775434,offload,0.225,0.4340909090909091,0.1977272727272727,0.18181818181818182,0.875,4.125,0.05,1.0,1.4228406727313996,0.9,-2.8875,3.7875,offload,0.9068181818181816,0.8962121212121211,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-5.457377117872238,-5.35,-6.0,0.65
train,247,9920,feasible_all_offload,offload,0.09558823529411764,0.8970588235294118,0.08823529411764705,0.17647058823529413,0.325,4.675,0.05,1.0,-2.782012015581131,-3.3,-1.637538567945916,-1.662461432054084,10,10,0,0,-8.604564199689776,offload,0.09558823529411764,0.8970588235294118,0.08823529411764705,0.17647058823529413,0.325,4.675,0.05,1.0,-2.782012015581131,-3.3,-1.637538567945916,-1.662461432054084,offload,0.9378787878787879,0.6068181818181818,0.8787878787878787,0.18181818181818182,1.475,3.525,-1.0,1.0,-4.540600734949112,-4.6,-5.80875,1.2087499999999998,offload,0.8356060606060606,0.9613636363636363,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-5.406836855411529,-5.4,-6.0,0.6
train,248,9960,feasible_all_offload,offload,0.038235294117647055,0.9852941176470587,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-4.939619320631027,-5.1,-1.7678474378951035,-3.332152562104896,11,11,0,0,-12.900454995688051,offload,0.038235294117647055,0.9852941176470587,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-4.939619320631027,-5.1,-1.7678474378951035,-3.332152562104896,offload,0.11515151515151514,0.6128787878787879,0.10984848484848483,0.18181818181818182,0.5,4.5,0.05,1.0,0.6425081849098205,0.15,-2.7875,2.9375,offload,0.9984848484848484,0.825,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-5.289894288778305,-5.25,-6.0,0.75
train,249,10000,feasible_all_offload,offload,0.125,0.9911764705882353,0.11029411764705883,0.17647058823529413,0.4,4.6,0.05,1.0,-3.3088665902614594,-3.3,-1.683265524190635,-1.6167344758093651,9,9,0,0,-13.295244216453284,offload,0.125,0.9911764705882353,0.11029411764705883,0.17647058823529413,0.4,4.6,0.05,1.0,-3.3088665902614594,-3.3,-1.683265524190635,-1.6167344758093651,offload,0.9628787878787879,0.48939393939393944,0.8787878787878787,0.18181818181818182,2.45,2.55,-1.0,1.0,-4.509008383750915,-4.3,-5.8862499999999995,1.5862500000000002,offload,0.9007575757575758,0.8136363636363637,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-5.348629748821258,-5.15,-6.0,0.85
train,250,10040,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3632352941176471,0.8191176470588235,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.996192753314972,5.15,6.0,-0.85,3,3,0,0,-7.094075039029121,retain,0.3632352941176471,0.8191176470588235,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.996192753314972,5.15,6.0,-0.85,neutral,0.9833333333333332,0.22575757575757574,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.019132041931152345,0.0,-0.5162500000000001,0.51625,offload,0.5765151515151515,0.956060606060606,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-3.6490146577358247,-3.6,-6.0,2.4
train,251,10080,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3426470588235294,0.6632352941176471,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.250420546531677,5.25,6.0,-0.75,2,2,0,0,-8.497422078624368,retain,0.3426470588235294,0.6632352941176471,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.250420546531677,5.25,6.0,-0.75,neutral,0.8643939393939395,0.44545454545454544,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.5978255331516266,-0.8,-0.545,-0.255,offload,0.9613636363636363,0.934090909090909,0.8787878787878787,0.18181818181818182,2.1,2.9,-1.0,1.0,-3.9779861509799956,-4.05,-6.0,1.95
train,252,10120,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.9735294117647058,0.4,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.020359814167023,5.05,6.0,-0.95,5,5,0,0,-5.013390947598964,retain,0.9735294117647058,0.4,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.020359814167023,5.05,6.0,-0.95,neutral,0.9454545454545453,0.6621212121212121,0.5454545454545454,0.48484848484848486,1.025,2.975,0.0,0.0,0.5125915765762329,0.3,-0.18000000000000002,0.4800000000000001,offload,0.05,0.9848484848484848,0.04393939393939394,0.18181818181818182,0.175,4.825,0.05,1.0,-2.019355434179306,-1.95,-3.25,1.3
train,253,10160,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3764705882352941,0.6588235294117647,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.087799620628357,5.05,6.0,-0.95,3,3,0,0,-4.998309314250946,retain,0.3764705882352941,0.6588235294117647,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.087799620628357,5.05,6.0,-0.95,neutral,0.9575757575757576,0.3371212121212121,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.4281954765319824,-0.15,-0.42625000000000013,0.27625000000000005,offload,0.8833333333333332,0.943939393939394,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-3.917029839754105,-4.05,-6.0,1.95
train,254,10200,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.9661764705882353,0.4485294117647059,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.009841752052307,5.1,6.0,-0.9,4,4,0,0,-5.642313097603619,retain,0.9661764705882353,0.4485294117647059,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.009841752052307,5.1,6.0,-0.9,neutral,0.9757575757575758,0.38106060606060604,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.03590207099914551,0.45,-0.35,0.8,offload,0.05,0.9742424242424242,0.04393939393939394,0.18181818181818182,0.2,4.8,0.05,1.0,-1.6838305056095124,-2.0,-3.25,1.25
train,255,10240,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.5073529411764707,0.625,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.791547012329102,4.95,5.996693610119972,-1.0466936101199718,3,3,0,0,-6.464100603014231,retain,0.5073529411764707,0.625,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.791547012329102,4.95,5.996693610119972,-1.0466936101199718,neutral,0.9492424242424242,0.32727272727272727,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.12994897961616517,-0.6,-0.6075000000000002,0.007500000000000018,offload,0.8378787878787879,0.984090909090909,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-3.802635544538498,-3.55,-6.0,2.45
train,256,10280,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.6426470588235295,0.7205882352941176,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.606474816799164,4.6,6.0,-1.4,3,3,0,0,-9.114746247883886,retain,0.6426470588235295,0.7205882352941176,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.606474816799164,4.6,6.0,-1.4,neutral,0.9015151515151516,0.4962121212121212,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,0.018912798166275023,0.15,-0.45750000000000013,0.6075000000000002,offload,0.7113636363636363,0.9643939393939395,0.8787878787878787,0.18181818181818182,1.2,3.8,-1.0,1.0,-3.690745049715042,-3.55,-6.0,2.45
train,257,10320,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3941176470588235,0.8573529411764707,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.375545692443848,5.25,6.0,-0.75,2,2,0,0,-4.6692795811686665,retain,0.3941176470588235,0.8573529411764707,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.375545692443848,5.25,6.0,-0.75,neutral,0.8734848484848484,0.2666666666666667,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.5859916985034943,-1.65,-0.5875000000000001,-1.0625,offload,0.9257575757575758,0.990151515151515,0.8787878787878787,0.18181818181818182,2.075,2.925,-1.0,1.0,-4.424601781368255,-4.45,-6.0,1.55
train,258,10360,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3544117647058823,0.926470588235294,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.970154356956482,4.9,6.0,-1.1,3,3,0,0,-8.476179336197674,retain,0.3544117647058823,0.926470588235294,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.970154356956482,4.9,6.0,-1.1,neutral,0.7712121212121212,0.7333333333333333,0.5454545454545454,0.48484848484848486,1.0,3.0,0.0,0.0,-1.4006279170513154,-1.45,-0.48749999999999993,-0.9625,offload,1.0,0.809090909090909,0.8787878787878787,0.18181818181818182,2.2,2.8,-1.0,1.0,-4.614432007074356,-4.55,-6.0,1.45
train,259,10400,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.6676470588235295,0.5073529411764707,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.0476487398147585,4.95,5.9959694121231895,-1.0459694121231897,4,4,0,0,-4.6425639586523175,retain,0.6676470588235295,0.5073529411764707,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.0476487398147585,4.95,5.9959694121231895,-1.0459694121231897,neutral,0.9878787878787879,0.34848484848484845,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.42956179976463316,-0.55,-0.48875,-0.06124999999999996,offload,0.075,0.984090909090909,0.0659090909090909,0.18181818181818182,0.25,4.75,0.05,1.0,-2.2715726137161254,-2.05,-3.25,1.2
train,260,10440,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3764705882352941,0.7794117647058825,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.679696989059448,4.75,6.0,-1.25,3,3,0,0,-4.726022754795849,retain,0.3764705882352941,0.7794117647058825,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.679696989059448,4.75,6.0,-1.25,neutral,0.968939393939394,0.35,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.27620900273323057,-0.2,-0.5262500000000001,0.32625000000000004,offload,1.0,0.9515151515151515,0.8787878787878787,0.18181818181818182,1.175,3.825,-1.0,1.0,-4.420957309007645,-4.3,-6.0,1.7
train,261,10480,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.40441176470588236,0.7073529411764705,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.203482365608215,5.25,6.0,-0.75,3,3,0,0,-4.88376291282475,retain,0.40441176470588236,0.7073529411764705,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.203482365608215,5.25,6.0,-0.75,neutral,0.9742424242424242,0.3939393939393939,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.1840668439865112,-1.6,-0.56625,-1.03375,offload,0.9886363636363636,0.965909090909091,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-4.151077783107757,-4.35,-6.0,1.65
train,262,10520,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.9352941176470588,0.7411764705882353,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.827266013622284,4.65,6.0,-1.35,4,4,0,0,-4.761434492655098,retain,0.9352941176470588,0.7411764705882353,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.827266013622284,4.65,6.0,-1.35,neutral,0.9871212121212121,0.2696969696969697,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.4791244089603424,-0.6,-0.5050000000000001,-0.095,offload,0.1,0.9598484848484847,0.08787878787878788,0.18181818181818182,0.325,4.675,0.05,1.0,-1.9818209409713745,-2.35,-3.25,0.9
train,263,10560,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3029411764705882,0.9426470588235294,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.668892991542816,4.85,6.0,-1.15,1,1,0,0,-8.565378022380173,retain,0.3029411764705882,0.9426470588235294,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.668892991542816,4.85,6.0,-1.15,neutral,0.7977272727272726,0.41060606060606064,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-2.7194024085998536,-2.35,-0.6975,-1.6524999999999999,offload,0.9871212121212121,0.9242424242424242,0.8787878787878787,0.18181818181818182,3.075,1.925,-1.0,1.0,-5.041371530294418,-5.0,-6.0,1.0
train,264,10600,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.6294117647058824,0.5838235294117646,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.155232524871826,5.0,6.0,-1.0,3,3,0,0,-4.58391704573296,retain,0.6294117647058824,0.5838235294117646,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.155232524871826,5.0,6.0,-1.0,neutral,0.940909090909091,0.1893939393939394,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.45652509331703184,-0.55,-0.47875000000000006,-0.07125,offload,0.8606060606060606,0.9916666666666666,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-4.722241789102554,-4.85,-6.0,1.15
train,265,10640,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.5720588235294117,0.5632352941176471,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.852173006534576,5.0,6.0,-1.0,4,4,0,0,-4.731668868102133,retain,0.5720588235294117,0.5632352941176471,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.852173006534576,5.0,6.0,-1.0,neutral,0.9878787878787879,0.3674242424242424,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.38519384860992434,-0.8,-0.5025000000000002,-0.2975,offload,0.075,0.984090909090909,0.0659090909090909,0.18181818181818182,0.25,4.75,0.05,1.0,-2.562394452095032,-2.9,-3.25,0.35
train,266,10680,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.9823529411764707,0.4779411764705882,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.925976133346557,4.85,6.0,-1.15,3,3,0,0,-32.33791416417807,retain,0.9823529411764707,0.4779411764705882,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.925976133346557,4.85,6.0,-1.15,neutral,0.6484848484848486,0.48560606060606054,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.4058736562728882,-1.9,-0.4762500000000001,-1.42375,offload,0.6984848484848485,0.9772727272727273,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-3.367617928981781,-3.35,-6.0,2.65
train,267,10720,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3764705882352941,0.6544117647058824,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.685592222213745,4.85,5.923447992025587,-1.0734479920255873,3,3,0,0,-4.982230908295605,retain,0.3764705882352941,0.6544117647058824,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.685592222213745,4.85,5.923447992025587,-1.0734479920255873,neutral,0.95,0.35,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.5976159751415253,-1.85,-0.6687500000000001,-1.18125,offload,0.8196969696969697,0.8734848484848484,0.8787878787878787,0.18181818181818182,1.3,3.7,-1.0,1.0,-5.052043098211288,-5.0,-6.0,1.0
train,268,10760,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.4014705882352942,0.3735294117647059,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.930057716369629,5.0,5.991213560547807,-0.9912135605478074,4,4,0,0,-4.1176282374653965,retain,0.4014705882352942,0.3735294117647059,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.930057716369629,5.0,5.991213560547807,-0.9912135605478074,neutral,0.846969696969697,0.6045454545454545,0.5454545454545454,0.48484848484848486,1.025,2.975,0.0,0.0,-0.16337136626243592,0.05,-0.32125,0.37124999999999997,offload,0.956060606060606,0.9530303030303029,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-5.189325976371765,-5.2,-6.0,0.8
train,269,10800,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.375,0.6955882352941176,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.3919970870018,4.65,6.0,-1.35,3,3,0,0,-6.431749150622636,retain,0.375,0.6955882352941176,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.3919970870018,4.65,6.0,-1.35,neutral,0.9878787878787879,0.6189393939393939,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.7226985335350037,-0.25,-0.35250000000000004,0.10250000000000004,offload,0.8424242424242424,0.9568181818181818,0.8787878787878787,0.18181818181818182,1.175,3.825,-1.0,1.0,-4.605739516019821,-4.45,-6.0,1.55
train,270,10840,feasible_embb_offload_only,offload,0.5573529411764706,0.9544117647058823,0.8823529411764707,0.17647058823529413,1.275,3.725,-1.0,1.0,-2.169773203134537,-3.6,-5.775788118376745,2.1757881183767447,4,4,0,0,-35.71986651420593,offload,0.5573529411764706,0.9544117647058823,0.8823529411764707,0.17647058823529413,1.275,3.725,-1.0,1.0,-2.169773203134537,-3.6,-5.775788118376745,2.1757881183767447,neutral,0.9462121212121211,0.453030303030303,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.14126114249229432,-0.45,-0.5875,0.1375,neutral,0.6893939393939393,0.5545454545454546,0.5454545454545454,0.48484848484848486,1.0,3.0,0.0,0.0,-2.319981777667999,-2.25,-0.7,-1.55
train,271,10880,feasible_embb_offload_only,offload,1.0,0.9514705882352942,0.8823529411764707,0.17647058823529413,1.1,3.9,-1.0,1.0,-2.821273124217987,-3.25,-5.961674785184057,2.7116747851840564,5,5,0,0,-10.662833588197827,offload,1.0,0.9514705882352942,0.8823529411764707,0.17647058823529413,1.1,3.9,-1.0,1.0,-2.821273124217987,-3.25,-5.961674785184057,2.7116747851840564,neutral,0.9977272727272727,0.3515151515151515,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.793048757314682,-1.5,-0.5875,-0.9125,neutral,0.0,0.984090909090909,0.013636363636363636,0.48484848484848486,0.025,3.975,0.525,0.0,0.6150884330272675,0.35,0.8975,-0.5475
train,272,10920,feasible_embb_offload_only,offload,0.7294117647058823,0.9735294117647058,0.8823529411764707,0.17647058823529413,1.15,3.85,-1.0,1.0,-2.731338846683502,-4.45,-5.9646805630939905,1.5146805630939906,3,3,0,0,-37.093898713588715,offload,0.7294117647058823,0.9735294117647058,0.8823529411764707,0.17647058823529413,1.15,3.85,-1.0,1.0,-2.731338846683502,-4.45,-5.9646805630939905,1.5146805630939906,neutral,0.9265151515151514,0.44772727272727275,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.3421570837497711,-0.8,-0.56875,-0.23125,neutral,0.8469696969696969,0.5015151515151515,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.6977528154850006,-1.6,-0.8,-0.8
