phase,episode,global_step,snapshot_name,expected_case,local_load,neighbor_load,scenario_local_load,scenario_neighbor_load,local_ue_count,neighbor_ue_count,local_bias,neighbor_bias,mean_raw_action,mean_applied_offset,mean_desired_offset,mean_tracking_error,handover_attempts,handover_successes,handover_failures,handover_ping_pongs,episode_return,expected_case_eMBB,local_load_eMBB,neighbor_load_eMBB,scenario_local_load_eMBB,scenario_neighbor_load_eMBB,local_ue_count_eMBB,neighbor_ue_count_eMBB,local_bias_eMBB,neighbor_bias_eMBB,mean_raw_action_eMBB,mean_applied_offset_eMBB,mean_desired_offset_eMBB,mean_tracking_error_eMBB,expected_case_URLLC,local_load_URLLC,neighbor_load_URLLC,scenario_local_load_URLLC,scenario_neighbor_load_URLLC,local_ue_count_URLLC,neighbor_ue_count_URLLC,local_bias_URLLC,neighbor_bias_URLLC,mean_raw_action_URLLC,mean_applied_offset_URLLC,mean_desired_offset_URLLC,mean_tracking_error_URLLC,expected_case_mMTC,local_load_mMTC,neighbor_load_mMTC,scenario_local_load_mMTC,scenario_neighbor_load_mMTC,local_ue_count_mMTC,neighbor_ue_count_mMTC,local_bias_mMTC,neighbor_bias_mMTC,mean_raw_action_mMTC,mean_applied_offset_mMTC,mean_desired_offset_mMTC,mean_tracking_error_mMTC
train,583,23360,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.9897058823529411,0.5220588235294118,0.5588235294117647,0.5,1.925,2.075,0.0,0.0,-0.009659069776535033,0.05,0.8919017098029294,-0.8419017098029293,5,5,0,0,-11.196155212819576,neutral,0.9897058823529411,0.5220588235294118,0.5588235294117647,0.5,1.925,2.075,0.0,0.0,-0.009659069776535033,0.05,0.8919017098029294,-0.8419017098029293,offload,0.05,0.9833333333333332,0.04393939393939394,0.18181818181818182,0.175,4.825,0.05,1.0,-1.052376252412796,-1.4,-2.7875,1.3875,retain,0.3621212121212122,0.43787878787878787,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.313003468513489,4.15,5.4,-1.2500000000000004
train,584,23400,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.9985294117647058,0.20294117647058824,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.027015411853790285,0.2,0.8908010988330265,-0.6908010988330266,4,4,0,0,-13.711866774596274,neutral,0.9985294117647058,0.20294117647058824,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.027015411853790285,0.2,0.8908010988330265,-0.6908010988330266,offload,0.05,0.9742424242424242,0.04393939393939394,0.18181818181818182,0.15,4.85,0.05,1.0,-1.7767592191696167,-1.85,-2.7625,0.9125,retain,0.6265151515151516,0.7992424242424243,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.79138400554657,4.85,5.4,-0.5500000000000004
train,585,23440,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.8970588235294118,0.5808823529411764,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-3.2155718743801116,-3.2,0.8105712529301476,-4.010571252930148,3,3,0,0,-22.968665584921837,neutral,0.8970588235294118,0.5808823529411764,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-3.2155718743801116,-3.2,0.8105712529301476,-4.010571252930148,offload,0.6401515151515152,0.9037878787878787,0.8787878787878787,0.18181818181818182,1.375,3.625,-1.0,1.0,-4.625936698913574,-4.75,-5.83,1.0799999999999998,retain,0.9113636363636364,0.6446969696969698,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,3.7643841981887816,4.05,5.4,-1.3500000000000003
train,586,23480,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.4014705882352942,0.9514705882352942,0.5588235294117647,0.5,1.025,2.975,0.0,0.0,-1.1719372630119325,-1.2,-0.3218709732406374,-0.8781290267593626,2,2,0,0,-40.96654683351517,neutral,0.4014705882352942,0.9514705882352942,0.5588235294117647,0.5,1.025,2.975,0.0,0.0,-1.1719372630119325,-1.2,-0.3218709732406374,-0.8781290267593626,offload,0.9863636363636363,0.6015151515151514,0.8787878787878787,0.18181818181818182,3.0,2.0,-1.0,1.0,-5.770487773418426,-5.65,-6.0,0.35,retain,0.8083333333333332,0.9219696969696969,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,1.6812750935554504,2.05,5.4,-3.35
train,587,23520,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.6382352941176471,0.42205882352941176,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-3.2869184970855714,-3.3,0.5301528556971971,-3.8301528556971975,2,2,0,0,-22.28812465071678,neutral,0.6382352941176471,0.42205882352941176,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-3.2869184970855714,-3.3,0.5301528556971971,-3.8301528556971975,offload,1.0,0.9363636363636363,0.8787878787878787,0.18181818181818182,2.15,2.85,-1.0,1.0,-4.608996659517288,-4.85,-5.8862499999999995,1.0362500000000001,retain,0.38181818181818183,0.8280303030303031,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.116992104053497,4.1,5.4,-1.3000000000000003
train,588,23560,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.9926470588235293,0.5897058823529412,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.9460433959960937,-2.75,0.9427667826986307,-3.692766782698631,3,3,0,0,-23.464630406349897,neutral,0.9926470588235293,0.5897058823529412,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.9460433959960937,-2.75,0.9427667826986307,-3.692766782698631,offload,0.7560606060606061,0.9371212121212121,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-3.958567351102829,-3.9,-5.83,1.9299999999999997,retain,0.3545454545454546,0.6772727272727271,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,3.581675314903259,3.8,5.4,-1.6000000000000003
train,589,23600,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,1.0,0.28823529411764703,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.8145378649234771,0.65,0.6929378719020598,-0.042937871902059783,4,4,0,0,-6.983031331561506,neutral,1.0,0.28823529411764703,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.8145378649234771,0.65,0.6929378719020598,-0.042937871902059783,offload,0.075,0.9931818181818182,0.0659090909090909,0.18181818181818182,0.2,4.8,0.05,1.0,-1.5769816100597382,-1.7,-2.8050000000000006,1.105,retain,0.36363636363636365,0.5174242424242423,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.490617883205414,4.6,5.4,-0.8000000000000004
train,590,23640,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.05,0.9735294117647058,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-1.8299048125743866,-2.15,-2.584490682565314,0.43449068256531387,4,4,0,0,-4.351861118339002,offload,0.05,0.9735294117647058,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-1.8299048125743866,-2.15,-2.584490682565314,0.43449068256531387,retain,0.4075757575757576,0.35757575757575755,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.414124739170075,4.2,5.65625,-1.4562500000000003,neutral,0.9954545454545455,0.21363636363636368,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.2309013187885285,-0.9,-0.8,-0.09999999999999998
train,591,23680,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,1.0,0.9735294117647058,0.8823529411764707,0.17647058823529413,2.1,2.9,-1.0,1.0,-4.863368755578994,-5.05,-5.968693401912515,0.9186934019125144,2,2,0,0,-38.02829843759537,offload,1.0,0.9735294117647058,0.8823529411764707,0.17647058823529413,2.1,2.9,-1.0,1.0,-4.863368755578994,-5.05,-5.968693401912515,0.9186934019125144,retain,0.3318181818181818,0.8810606060606062,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.357653963565826,4.05,5.6425,-1.5925000000000005,neutral,0.843939393939394,0.3583333333333333,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.1507669031620025,-1.05,-0.8,-0.25
train,592,23720,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.8308823529411764,0.947058823529412,0.8823529411764707,0.17647058823529413,1.125,3.875,-1.0,1.0,-2.904205399751663,-2.95,-5.960919512646074,3.010919512646073,4,4,0,0,-29.15506359934807,offload,0.8308823529411764,0.947058823529412,0.8823529411764707,0.17647058823529413,1.125,3.875,-1.0,1.0,-2.904205399751663,-2.95,-5.960919512646074,3.010919512646073,retain,0.36363636363636365,0.5045454545454545,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.290676832199097,4.05,5.6275,-1.5775000000000001,neutral,0.8545454545454545,0.5727272727272728,0.5454545454545454,0.48484848484848486,1.0,3.0,0.0,0.0,-0.652563726902008,-1.05,-0.7,-0.35
train,593,23760,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.7647058823529412,0.9779411764705882,0.8823529411764707,0.17647058823529413,1.125,3.875,-1.0,1.0,-2.6210594058036802,-3.15,-5.961301146094444,2.8113011460944444,3,3,0,0,-30.018264949321747,offload,0.7647058823529412,0.9779411764705882,0.8823529411764707,0.17647058823529413,1.125,3.875,-1.0,1.0,-2.6210594058036802,-3.15,-5.961301146094444,2.8113011460944444,retain,0.36363636363636365,0.7901515151515153,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.089192652702332,4.15,5.69375,-1.5437500000000004,neutral,0.9674242424242425,0.35909090909090907,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.415427964925766,-0.9,-0.8,-0.1
train,594,23800,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.05,0.9720588235294118,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-2.1645019114017487,-2.8,-2.482632644078464,-0.317367355921536,4,4,0,0,-4.468655820004642,offload,0.05,0.9720588235294118,0.044117647058823525,0.17647058823529413,0.2,4.8,0.05,1.0,-2.1645019114017487,-2.8,-2.482632644078464,-0.317367355921536,retain,0.9681818181818181,0.4257575757575758,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.377093648910522,4.0,5.66375,-1.6637500000000003,neutral,0.9530303030303031,0.41515151515151516,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.9353295266628265,-1.05,-0.8,-0.25
train,595,23840,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.9882352941176471,0.9632352941176471,0.8823529411764707,0.17647058823529413,2.075,2.925,-1.0,1.0,-3.468755853176117,-3.8,-5.973482531069612,2.1734825310696118,2,2,0,0,-32.1276940703392,offload,0.9882352941176471,0.9632352941176471,0.8823529411764707,0.17647058823529413,2.075,2.925,-1.0,1.0,-3.468755853176117,-3.8,-5.973482531069612,2.1734825310696118,retain,0.3681818181818182,0.8363636363636363,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.108667933940888,4.0,5.61125,-1.6112500000000005,neutral,0.825,0.5136363636363637,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.4204550206661224,-1.05,-0.8,-0.25
train,596,23880,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.85,0.9867647058823529,0.8823529411764707,0.17647058823529413,1.125,3.875,-1.0,1.0,-4.523256134986878,-4.85,-5.863943819467094,1.013943819467094,4,4,0,0,-38.498840510845184,offload,0.85,0.9867647058823529,0.8823529411764707,0.17647058823529413,1.125,3.875,-1.0,1.0,-4.523256134986878,-4.85,-5.863943819467094,1.013943819467094,retain,0.3712121212121212,0.4909090909090909,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.7526935815811155,4.85,5.628750000000001,-0.7787500000000003,neutral,0.9704545454545455,0.2621212121212121,0.5454545454545454,0.48484848484848486,1.775,2.225,0.0,0.0,-1.360768574476242,-1.35,-0.7775000000000001,-0.5725
train,597,23920,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.9132352941176471,0.7426470588235293,0.8823529411764707,0.17647058823529413,2.6,2.4,-1.0,1.0,-3.911382907629013,-3.65,-5.876871427649659,2.22687142764966,2,2,0,0,-33.434099435806274,offload,0.9132352941176471,0.7426470588235293,0.8823529411764707,0.17647058823529413,2.6,2.4,-1.0,1.0,-3.911382907629013,-3.65,-5.876871427649659,2.22687142764966,retain,0.7174242424242424,0.9113636363636364,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,3.8457751870155334,3.85,5.58625,-1.73625,neutral,0.7856060606060605,0.6924242424242425,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.6267106711864472,-1.3,-0.8,-0.5
train,598,23960,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.05,0.9867647058823529,0.044117647058823525,0.17647058823529413,0.15,4.85,0.05,1.0,-2.192736655473709,-2.1,-3.1740496309170148,1.0740496309170147,4,4,0,0,-4.705111874267459,offload,0.05,0.9867647058823529,0.044117647058823525,0.17647058823529413,0.15,4.85,0.05,1.0,-2.192736655473709,-2.1,-3.1740496309170148,1.0740496309170147,retain,0.9681818181818181,0.4833333333333334,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,3.584213411808014,3.95,5.62375,-1.6737500000000005,neutral,0.9636363636363636,0.23787878787878788,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.29346379041671755,-0.6,-0.8,0.2
train,599,24000,feasible_embb_offload_urllc_retain_mmtc_neutral,offload,0.05,0.9838235294117647,0.044117647058823525,0.17647058823529413,0.175,4.825,0.05,1.0,-2.2337761402130125,-2.7,-2.470293570357536,-0.2297064296424637,4,4,0,0,-3.8819180498830974,offload,0.05,0.9838235294117647,0.044117647058823525,0.17647058823529413,0.175,4.825,0.05,1.0,-2.2337761402130125,-2.7,-2.470293570357536,-0.2297064296424637,retain,0.8424242424242425,0.5712121212121212,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.821951949596405,4.5,5.654999999999999,-1.155,neutral,1.0,0.2545454545454545,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.5648109376430511,-0.65,-0.8,0.15
train,600,24040,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.7132352941176471,0.4294117647058823,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.161910712718964,4.05,6.0,-1.95,4,4,0,0,-15.33863163087517,retain,0.7132352941176471,0.4294117647058823,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.161910712718964,4.05,6.0,-1.95,neutral,0.6166666666666666,0.8628787878787879,0.5454545454545454,0.48484848484848486,1.05,2.95,0.0,0.0,0.15476452708244323,-0.55,-0.15875,-0.39125,offload,0.875,0.9772727272727273,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-3.7462425768375396,-3.7,-6.0,2.3
train,601,24080,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3720588235294117,0.49411764705882355,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.85915629863739,4.85,6.0,-1.15,3,3,0,0,-5.727716909255832,retain,0.3720588235294117,0.49411764705882355,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.85915629863739,4.85,6.0,-1.15,neutral,0.9507575757575758,0.29393939393939394,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,0.04758755564689636,-0.25,-0.5587500000000001,0.30875,offload,0.9030303030303031,0.9681818181818181,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-3.9869558691978453,-4.35,-6.0,1.65
train,602,24120,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.575,0.6661764705882354,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.110313272476196,5.1,6.0,-0.9,5,5,0,0,-5.377822496462613,retain,0.575,0.6661764705882354,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.110313272476196,5.1,6.0,-0.9,neutral,0.968939393939394,0.6386363636363637,0.5454545454545454,0.48484848484848486,1.05,2.95,0.0,0.0,-0.22527951002120972,-0.8,-0.1975,-0.6024999999999999,offload,0.05,0.9795454545454545,0.04393939393939394,0.18181818181818182,0.175,4.825,0.05,1.0,-1.789929497241974,-1.75,-3.25,1.5
train,603,24160,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3720588235294118,0.7176470588235293,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.31879734992981,4.55,6.0,-1.45,3,3,0,0,-5.4856169214472175,retain,0.3720588235294118,0.7176470588235293,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.31879734992981,4.55,6.0,-1.45,neutral,0.9893939393939395,0.3704545454545454,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.3587300777435303,-0.3,-0.4750000000000001,0.17500000000000002,offload,0.7416666666666666,0.984090909090909,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-4.074727481603622,-4.25,-6.0,1.75
train,604,24200,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.3941176470588235,0.6382352941176471,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.391603529453278,4.55,6.0,-1.45,3,3,0,0,-6.848317107185721,retain,0.3941176470588235,0.6382352941176471,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.391603529453278,4.55,6.0,-1.45,neutral,0.9992424242424243,0.4121212121212121,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.7544518530368804,-0.8,-0.63375,-0.16625,offload,0.6954545454545455,0.9643939393939395,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-4.235604399442673,-4.65,-6.0,1.35
train,605,24240,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.9705882352941178,0.6117647058823529,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.194805359840393,5.15,6.0,-0.85,4,4,0,0,-8.223000433761626,retain,0.9705882352941178,0.6117647058823529,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.194805359840393,5.15,6.0,-0.85,neutral,0.9833333333333332,0.24696969696969698,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.49133617281913755,-0.85,-0.4362500000000001,-0.41375,offload,0.05,0.9772727272727273,0.04393939393939394,0.18181818181818182,0.175,4.825,0.05,1.0,-1.3555082082748413,-1.5,-3.25,1.75
train,606,24280,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.6058823529411764,0.9,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.363554787635803,4.8,6.0,-1.2,2,2,0,0,-17.72166179632768,retain,0.6058823529411764,0.9,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.363554787635803,4.8,6.0,-1.2,neutral,0.3537878787878788,0.9212121212121211,0.5454545454545454,0.48484848484848486,1.05,2.95,0.0,0.0,-2.858485096693039,-2.7,-0.22124999999999995,-2.4787500000000002,offload,1.0,0.6856060606060607,0.8787878787878787,0.18181818181818182,3.075,1.925,-1.0,1.0,-4.924423056840896,-4.95,-6.0,1.05
train,607,24320,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.5735294117647058,0.5294117647058825,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.143367946147919,5.25,6.0,-0.75,4,4,0,0,-5.23611133126542,retain,0.5735294117647058,0.5294117647058825,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.143367946147919,5.25,6.0,-0.75,neutral,0.9954545454545454,0.26212121212121214,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-0.49070823192596436,-1.0,-0.5175000000000001,-0.48249999999999993,offload,0.05,0.9522727272727274,0.04393939393939394,0.18181818181818182,0.2,4.8,0.05,1.0,-1.5742733776569366,-1.45,-3.25,1.8
train,608,24360,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.6573529411764706,0.9470588235294116,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.378284215927124,4.35,6.0,-1.65,3,3,0,0,-15.766218649223447,retain,0.6573529411764706,0.9470588235294116,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,4.378284215927124,4.35,6.0,-1.65,neutral,0.9234848484848485,0.34393939393939393,0.5454545454545454,0.48484848484848486,2.0,2.0,0.0,0.0,-1.1941514372825623,-0.95,-0.37875000000000003,-0.5712499999999999,offload,0.6454545454545454,0.9818181818181818,0.8787878787878787,0.18181818181818182,1.075,3.925,-1.0,1.0,-4.285586315393448,-4.4,-6.0,1.6
train,609,24400,feasible_mmtc_offload_embb_retain_urllc_neutral,retain,0.4632352941176471,0.7558823529411764,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.10043351650238,5.0,6.0,-1.0,5,5,0,0,-5.344361844472587,retain,0.4632352941176471,0.7558823529411764,0.17647058823529413,0.8823529411764707,1.0,4.0,1.0,-1.0,5.10043351650238,5.0,6.0,-1.0,neutral,0.022727272727272728,0.8530303030303031,0.013636363636363636,0.48484848484848486,0.05,3.95,0.525,0.0,1.724413514137268,1.7,1.38625,0.31375000000000003,offload,0.9886363636363636,0.8969696969696969,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-3.8656212270259855,-4.05,-6.0,1.95
train,610,24440,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.9470588235294117,0.25441176470588234,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.0920992136001586,-2.35,0.6470762280655616,-2.997076228065562,3,3,0,0,-19.04770421050489,neutral,0.9470588235294117,0.25441176470588234,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.0920992136001586,-2.35,0.6470762280655616,-2.997076228065562,offload,0.7643939393939393,0.9765151515151516,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-4.4274350762367245,-4.75,-5.83,1.0799999999999998,retain,0.6030303030303031,0.5128787878787879,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.426339268684387,4.5,5.4,-0.9000000000000004
train,611,24480,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,1.0,0.2485294117647059,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.3978360891342163,0.2,0.6467573560679767,-0.44675735606797673,4,4,0,0,-14.905040053650737,neutral,1.0,0.2485294117647059,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.3978360891342163,0.2,0.6467573560679767,-0.44675735606797673,offload,0.04772727272727273,0.9871212121212121,0.04393939393939394,0.18181818181818182,0.125,4.875,0.05,1.0,-1.658230757713318,-2.45,-2.8125,0.3625,retain,0.6734848484848486,0.6189393939393939,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.108068037033081,4.1,5.4,-1.3000000000000003
train,612,24520,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.7867647058823529,0.5470588235294118,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.9535549759864805,-2.65,-0.19708003895817192,-2.452919961041828,1,1,0,0,-26.787518680095673,neutral,0.7867647058823529,0.5470588235294118,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.9535549759864805,-2.65,-0.19708003895817192,-2.452919961041828,offload,0.9674242424242424,0.95,0.8787878787878787,0.18181818181818182,3.05,1.95,-1.0,1.0,-4.289601731300354,-4.4,-5.907500000000001,1.5074999999999998,retain,0.45,0.9954545454545454,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.803178691864014,4.75,5.4,-0.6500000000000004
train,613,24560,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.9794117647058822,0.2720588235294118,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.404183328151703,-2.25,0.8818158108941654,-3.131815810894165,4,4,0,0,-43.18407726287842,neutral,0.9794117647058822,0.2720588235294118,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.404183328151703,-2.25,0.8818158108941654,-3.131815810894165,offload,0.05,0.9477272727272726,0.04393939393939394,0.18181818181818182,0.2,4.8,0.05,1.0,1.4876970529556275,1.05,-2.7625,3.8125,retain,0.7325757575757575,0.7159090909090909,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,3.9277899980545046,3.75,5.4,-1.6500000000000004
train,614,24600,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.8382352941176471,0.34852941176470587,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.14329548478126525,-0.05,0.13487367143286283,-0.1848736714328628,4,4,0,0,-14.483066231012344,neutral,0.8382352941176471,0.34852941176470587,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,0.14329548478126525,-0.05,0.13487367143286283,-0.1848736714328628,offload,0.475,0.9537878787878789,0.41742424242424236,0.18181818181818182,1.45,3.55,0.05,1.0,-2.820230257511139,-3.2,-2.9050000000000002,-0.29500000000000004,retain,0.36515151515151517,0.8393939393939392,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,3.025734680891037,2.8,5.4,-2.6000000000000005
train,615,24640,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.9382352941176471,0.20735294117647057,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-3.370709663629532,-3.3,0.8101864920386997,-4.110186492038699,3,3,0,0,-30.710386589169502,neutral,0.9382352941176471,0.20735294117647057,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-3.370709663629532,-3.3,0.8101864920386997,-4.110186492038699,offload,0.740151515151515,0.9681818181818181,0.8787878787878787,0.18181818181818182,1.15,3.85,-1.0,1.0,-4.384649497270584,-4.65,-5.7875,1.1374999999999997,retain,0.5780303030303031,0.8628787878787879,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.139406979084015,4.25,5.4,-1.1500000000000004
train,616,24680,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.8132352941176471,0.3529411764705882,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.0999213635921476,-2.2,0.358682182649554,-2.5586821826495543,2,2,0,0,-12.902032335288823,neutral,0.8132352941176471,0.3529411764705882,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.0999213635921476,-2.2,0.358682182649554,-2.5586821826495543,offload,0.9681818181818181,0.9416666666666667,0.8787878787878787,0.18181818181818182,2.1,2.9,-1.0,1.0,-4.572772943973542,-4.75,-5.8862499999999995,1.13625,retain,0.3712121212121212,0.8295454545454547,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.863872134685517,5.05,5.4,-0.35000000000000037
train,617,24720,feasible_urllc_offload_mmtc_retain_embb_neutral,neutral,0.975,0.6382352941176471,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.285798817873001,-2.4,0.9244596408916825,-3.324459640891682,3,3,0,0,-20.503618076443672,neutral,0.975,0.6382352941176471,0.5588235294117647,0.5,2.0,2.0,0.0,0.0,-2.285798817873001,-2.4,0.9244596408916825,-3.324459640891682,offload,0.6462121212121211,0.9825757575757577,0.8787878787878787,0.18181818181818182,1.125,3.875,-1.0,1.0,-3.5495494663715363,-3.85,-5.80875,1.9587499999999998,retain,0.43863636363636366,0.6022727272727273,0.18181818181818182,0.8787878787878787,1.0,4.0,1.0,-1.0,4.187255847454071,4.4,5.4,-1.0000000000000004
