step,episode,episode_step,reward,episode_return,done,scenario_name,load_variance,overload_ratio,sla_count,handover_count,load_imbalance_start,load_imbalance_end,instant_reward_mean,bias_matrix,load_matrix,ue_count_matrix
19,6,1,0.0,0.0,False,all_offload_balancing,0.2005825971433605,0.8888888888888888,6.0,6,0.2460777429320996,0.2005825971433605,-14.6203511280348,"[[-0.8169882893562317, 0.8038166165351868, -0.23189952969551086], [0.9817836880683899, 0.5195328593254089, -1.0], [8.948915638029575e-05, 0.3350044786930084, 0.6719173789024353]]","[[0.0, 1.0, 1.0], [1.0, 0.9696969696969697, 1.0], [0.8823529411764706, 0.9090909090909091, 1.0]]","[[2.0, 2.0, 4.0], [4.0, 4.0, 3.0], [4.0, 4.0, 3.0]]"
20,6,2,0.0,0.0,False,all_offload_balancing,0.28321804603654244,0.5555555555555556,5.0,3,0.2005825971433605,0.28321804603654244,-9.393636605850881,"[[1.0, 1.0, -0.5695736408233643], [-0.4647153317928314, 0.0981665551662445, -0.5102694034576416], [-1.0, 1.0, 0.6052631735801697]]","[[1.0, 0.36363636363636365, 0.6666666666666666], [0.0, 1.0, 0.9090909090909091], [0.7058823529411765, 1.0, 0.9696969696969697]]","[[5.0, 2.0, 4.0], [3.0, 4.0, 3.0], [2.0, 4.0, 3.0]]"
21,6,3,-10.760641098022461,-10.760641098022461,True,all_offload_balancing,0.6063112689934542,0.5555555555555556,4.0,0,0.28321804603654244,0.6063112689934542,-8.267935207770353,"[[0.7625826597213745, -0.24759146571159363, 0.824640154838562], [-1.0, 0.9966371059417725, 0.04467510059475899], [-1.0, -0.5776943564414978, 0.46726492047309875]]","[[1.0, 0.0, 0.9696969696969697], [0.0, 1.0, 0.0], [0.5882352941176471, 1.0, 1.0]]","[[5.0, 2.0, 4.0], [3.0, 4.0, 3.0], [2.0, 4.0, 3.0]]"
22,7,1,0.0,0.0,False,mmtc_g2_embb_g1_conflict,0.5995214809307291,0.5555555555555556,5.0,1,0.16465747969365457,0.5995214809307291,-10.819318303682458,"[[-1.0, -0.7674791812896729, 1.0], [0.12085692584514618, 0.19532747566699982, 0.5626308917999268], [0.20088346302509308, -1.0, 1.0]]","[[1.0, 0.0, 0.0], [0.8823529411764706, 1.0, 0.7272727272727273], [0.0, 1.0, 1.0]]","[[3.0, 2.0, 2.0], [5.0, 4.0, 3.0], [2.0, 3.0, 5.0]]"
23,7,2,0.0,0.0,False,mmtc_g2_embb_g1_conflict,0.21161106009590858,0.4444444444444444,4.0,0,0.5995214809307291,0.21161106009590858,-5.796018506203257,"[[-0.64256751537323, -0.33434203267097473, -0.8660867810249329], [-0.5186719298362732, 1.0, 0.3067987263202667], [-0.03477879613637924, 1.0, -0.5045868754386902]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 1.0, 0.6060606060606061], [1.0, 0.48484848484848486, 0.0]]","[[3.0, 2.0, 2.0], [5.0, 4.0, 3.0], [2.0, 3.0, 5.0]]"
24,7,3,-7.099518775939941,-7.099518775939941,True,mmtc_g2_embb_g1_conflict,0.22222222222222224,0.4444444444444444,4.0,0,0.21161106009590858,0.22222222222222224,-4.683220111558699,"[[-1.0, -0.4121861755847931, 0.6464981436729431], [0.47252121567726135, 0.8125254511833191, 1.0], [-1.0, 0.41971954703330994, 0.04212457686662674]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.0], [1.0, 0.0, 0.0]]","[[3.0, 2.0, 2.0], [5.0, 4.0, 3.0], [2.0, 3.0, 5.0]]"
25,8,1,0.0,0.0,False,mmtc_g2_offload,0.4444444444444445,0.3333333333333333,3.0,1,0.08142026323844505,0.4444444444444445,-2.9116839978327915,"[[-0.36711835861206055, 1.0, 0.6038720607757568], [-1.0, 1.0, -1.0], [-0.6152036190032959, -1.0, -0.9772000908851624]]","[[0.0, 0.0, 1.0], [1.0, 0.0, 0.0], [0.0, 0.0, 1.0]]","[[3.0, 3.0, 3.0], [3.0, 3.0, 2.0], [3.0, 3.0, 4.0]]"
26,8,2,0.0,0.0,False,mmtc_g2_offload,0.03183348637894093,0.3333333333333333,3.0,0,0.4444444444444445,0.03183348637894093,-1.5847695639055945,"[[-0.3316819965839386, 1.0, 0.5161818861961365], [-0.22822733223438263, -1.0, 0.5595829486846924], [-0.11709606647491455, 0.5685973167419434, -1.0]]","[[1.0, 0.18181818181818182, 0.42424242424242425], [1.0, 0.18181818181818182, 0.12121212121212122], [1.0, 0.18181818181818182, 0.0]]","[[3.0, 3.0, 3.0], [3.0, 3.0, 2.0], [3.0, 3.0, 4.0]]"
27,8,3,-1.7637962102890015,-1.7637962102890015,True,mmtc_g2_offload,0.003264972961942659,0.3333333333333333,3.0,1,0.03183348637894093,0.003264972961942659,-0.7949349026697484,"[[0.7858205437660217, -1.0, -0.18079382181167603], [-0.16668976843357086, 1.0, 0.689909815788269], [0.49101144075393677, -1.0, -1.0]]","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.12121212121212122], [1.0, 0.0, 0.0]]","[[3.0, 3.0, 2.0], [3.0, 3.0, 2.0], [3.0, 3.0, 5.0]]"
28,9,1,0.0,0.0,False,embb_g0_offload,0.2834404652586471,0.4444444444444444,5.0,0,0.08381391772395232,0.2834404652586471,-11.453578582929127,"[[0.7892667055130005, -0.21946175396442413, 0.9700268507003784], [-0.2562432587146759, -0.1330176442861557, -0.19863173365592957], [-0.05311697721481323, 0.09983139485120773, -0.759932279586792]]","[[1.0, 0.0, 0.7878787878787878], [1.0, 0.7272727272727273, 0.0], [1.0, 1.0, 0.48484848484848486]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
29,9,2,0.0,0.0,False,embb_g0_offload,0.14794408733802672,0.4444444444444444,2.0,0,0.2834404652586471,0.14794408733802672,-2.0990385615939107,"[[-0.5656704306602478, -0.16039778292179108, -0.41056835651397705], [0.824964165687561, 1.0, -0.42200353741645813], [-0.6542290449142456, 1.0, -0.6780519485473633]]","[[1.0, 0.24242424242424243, 0.0], [1.0, 0.24242424242424243, 0.0], [1.0, 1.0, 0.30303030303030304]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
30,9,3,-4.975796699523926,-4.975796699523926,True,embb_g0_offload,0.020406081012141624,0.3333333333333333,1.0,3,0.14794408733802672,0.020406081012141624,-1.3747723738112683,"[[-1.0, -0.7697440385818481, -0.9725788235664368], [-0.06657499819993973, -0.06043482571840286, 1.0], [-0.7530585527420044, 1.0, 0.9110456109046936]]","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.30303030303030304]]","[[2.0, 3.0, 3.0], [3.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
31,10,1,0.0,0.0,False,embb_g0_urllc_g1_conflict,0.6666666666666667,0.5555555555555556,4.0,0,0.16465747969365457,0.6666666666666667,-8.457973218130283,"[[1.0, -1.0, -1.0], [-0.8287459015846252, 1.0, -0.2556356191635132], [0.06855106353759766, 0.023604251444339752, 1.0]]","[[1.0, 0.0, 1.0], [0.0, 1.0, 0.0], [1.0, 0.0, 1.0]]","[[5.0, 2.0, 3.0], [2.0, 5.0, 3.0], [3.0, 3.0, 3.0]]"
32,10,2,0.0,0.0,False,embb_g0_urllc_g1_conflict,0.3485358636873789,0.6666666666666666,5.0,2,0.6666666666666667,0.3485358636873789,-9.803977905915044,"[[0.03855833783745766, -1.0, -1.0], [-0.5866782665252686, -0.07952936738729477, 0.10474493354558945], [1.0, 1.0, -1.0]]","[[1.0, 0.8484848484848485, 1.0], [1.0, 1.0, 0.0], [1.0, 0.18181818181818182, 1.0]]","[[4.0, 3.0, 3.0], [3.0, 4.0, 3.0], [3.0, 3.0, 3.0]]"
33,10,3,-6.939199924468994,-6.939199924468994,True,embb_g0_urllc_g1_conflict,0.4444444444444445,0.5555555555555556,2.0,4,0.3485358636873789,0.4444444444444445,-2.5556484639861567,"[[-0.4327286183834076, -0.46231329441070557, -0.24637605249881744], [-1.0, 1.0, -0.7766723036766052], [0.9522956013679504, -0.5558288097381592, 0.399885356426239]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.0], [1.0, 0.0, 1.0]]","[[3.0, 2.0, 3.0], [3.0, 5.0, 3.0], [4.0, 3.0, 3.0]]"
34,11,1,0.0,0.0,False,all_offload_balancing,0.48810286641889866,0.5555555555555556,5.0,3,0.2460777429320996,0.48810286641889866,-11.386641587880248,"[[-0.6913410425186157, 1.0, 0.16127076745033264], [-1.0, 0.9196959137916565, -0.00750436307862401], [1.0, -0.2047480046749115, -1.0]]","[[1.0, 0.6666666666666666, 1.0], [0.35294117647058826, 1.0, 1.0], [1.0, 0.0, 0.0]]","[[5.0, 2.0, 4.0], [3.0, 5.0, 4.0], [2.0, 3.0, 2.0]]"
35,11,2,0.0,0.0,False,all_offload_balancing,0.2899704111825324,0.7777777777777778,4.0,3,0.48810286641889866,0.2899704111825324,-6.603498856412531,"[[-0.5681343674659729, 0.3434232175350189, 1.0], [-0.21171674132347107, -0.4007751941680908, -0.07622504234313965], [-1.0, 1.0, -1.0]]","[[1.0, 0.9090909090909091, 0.9696969696969697], [1.0, 0.9696969696969697, 0.0], [1.0, 0.36363636363636365, 1.0]]","[[5.0, 3.0, 4.0], [3.0, 4.0, 2.0], [2.0, 3.0, 4.0]]"
36,11,3,-7.960638046264648,-7.960638046264648,True,all_offload_balancing,0.6666666666666667,0.4444444444444444,3.0,3,0.2899704111825324,0.6666666666666667,-5.891773653303691,"[[-0.3650110960006714, -1.0, 0.6160284280776978], [-0.2507641613483429, -0.9605492353439331, -1.0], [-0.64394211769104, -0.2879857122898102, -1.0]]","[[0.0, 0.0, 1.0], [0.0, 1.0, 1.0], [1.0, 0.0, 0.0]]","[[5.0, 2.0, 4.0], [3.0, 5.0, 4.0], [2.0, 3.0, 2.0]]"
37,12,1,0.0,0.0,False,all_offload_balancing,0.4083256810529538,0.6666666666666666,5.0,5,0.2460777429320996,0.4083256810529538,-10.861124300341993,"[[-0.4539376199245453, 0.7489877343177795, 0.07469451427459717], [-0.1625942438840866, 0.18726028501987457, -0.13707368075847626], [-0.248703733086586, -1.0, -1.0]]","[[0.0, 0.0, 1.0], [1.0, 0.8484848484848485, 1.0], [1.0, 0.9696969696969697, 1.0]]","[[3.0, 2.0, 4.0], [4.0, 4.0, 3.0], [3.0, 4.0, 3.0]]"
38,12,2,0.0,0.0,False,all_offload_balancing,0.3485951754799401,0.5555555555555556,4.0,5,0.4083256810529538,0.3485951754799401,-6.187241653038927,"[[-1.0, -0.17127279937267303, 0.003903178032487631], [-0.2737993001937866, -1.0, -0.9741746187210083], [1.0, -0.9399214386940002, -0.5700752139091492]]","[[0.7647058823529411, 1.0, 0.0], [1.0, 0.9090909090909091, 0.0], [1.0, 0.24242424242424243, 1.0]]","[[4.0, 4.0, 3.0], [3.0, 3.0, 2.0], [3.0, 3.0, 5.0]]"
39,12,3,-7.356709003448486,-7.356709003448486,True,all_offload_balancing,0.4317926742169166,0.5555555555555556,3.0,4,0.3485951754799401,0.4317926742169166,-5.021760883163503,"[[-0.3968198895454407, -1.0, 0.9277002811431885], [1.0, -0.9449328780174255, 0.08173345029354095], [-0.1861180067062378, 0.7865691781044006, 0.41901275515556335]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.0], [1.0, 0.06060606060606061, 1.0]]","[[3.0, 2.0, 3.0], [4.0, 3.0, 2.0], [3.0, 5.0, 5.0]]"
40,13,1,0.0,0.0,False,embb_g0_offload,0.42684790655850735,0.6666666666666666,4.0,2,0.08381391772395232,0.42684790655850735,-7.559459621975468,"[[-0.7681416273117065, -0.07171740382909775, -0.4632105529308319], [0.9654909372329712, 0.01490291953086853, 0.007807697169482708], [0.26521196961402893, 1.0, 0.5254384279251099]]","[[0.9411764705882353, 0.9090909090909091, 1.0], [1.0, 0.0, 0.0], [1.0, 1.0, 0.0]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
41,13,2,0.0,0.0,False,embb_g0_offload,0.06876849301091725,0.4444444444444444,4.0,2,0.42684790655850735,0.06876849301091725,-5.494914027182124,"[[-1.0, 1.0, -1.0], [-0.24754273891448975, -1.0, 0.4696711599826813], [-1.0, 1.0, 0.08672638982534409]]","[[1.0, 0.6060606060606061, 0.0], [1.0, 0.36363636363636365, 0.0], [1.0, 1.0, 0.0]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
42,13,3,-5.942239761352539,-5.942239761352539,True,embb_g0_offload,0.05570860116314661,0.4444444444444444,2.0,2,0.06876849301091725,0.05570860116314661,-4.772345762675561,"[[-0.9903184771537781, 0.4873407781124115, 0.7510688304901123], [0.5857649445533752, -0.19092661142349243, -0.6488133072853088], [-0.17718538641929626, 0.09313531219959259, -0.3445131182670593]]","[[1.0, 0.6666666666666666, 0.0], [1.0, 0.42424242424242425, 0.0], [1.0, 1.0, 0.0]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
43,14,1,0.0,0.0,False,all_offload_balancing,0.5732068156310581,0.4444444444444444,5.0,2,0.2460777429320996,0.5732068156310581,-12.027893210319995,"[[1.0, -0.9496337175369263, 0.464534729719162], [-1.0, -0.8279005289077759, -0.3608229160308838], [0.46673309803009033, 0.9997868537902832, 0.49403369426727295]]","[[1.0, 0.7272727272727273, 0.6666666666666666], [1.0, 0.0, 0.0], [0.0, 1.0, 1.0]]","[[5.0, 3.0, 3.0], [3.0, 3.0, 2.0], [2.0, 4.0, 5.0]]"
44,14,2,0.0,0.0,False,all_offload_balancing,0.5725946332006938,0.4444444444444444,4.0,4,0.5732068156310581,0.5725946332006938,-6.631426238200842,"[[-0.12032687664031982, -0.5586866736412048, 0.11195400357246399], [0.36590349674224854, -1.0, -1.0], [0.9307502508163452, -0.06117219105362892, -1.0]]","[[1.0, 0.06060606060606061, 0.9090909090909091], [0.0, 1.0, 0.7272727272727273], [0.0, 1.0, 0.0]]","[[5.0, 2.0, 3.0], [3.0, 4.0, 3.0], [2.0, 4.0, 4.0]]"
45,14,3,-8.188899040222168,-8.188899040222168,True,all_offload_balancing,0.38220589735741256,0.4444444444444444,4.0,8,0.5725946332006938,0.38220589735741256,-5.907377956763422,"[[-1.0, 0.8803799152374268, -0.4653078019618988], [-1.0, -0.25238147377967834, 0.17648716270923615], [-0.9953079223632812, -0.902478814125061, -1.0]]","[[1.0, 0.8484848484848485, 1.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0]]","[[4.0, 3.0, 3.0], [4.0, 4.0, 4.0], [2.0, 3.0, 3.0]]"
46,15,1,0.0,0.0,False,all_offload_balancing,0.1821888805216896,0.7777777777777778,6.0,4,0.2460777429320996,0.1821888805216896,-14.562942170635171,"[[0.02956113964319229, -0.8481796383857727, 0.7295172810554504], [-0.3130841553211212, -1.0, -0.07900998741388321], [0.012096653692424297, -0.15303978323936462, -0.5165013074874878]]","[[1.0, 0.30303030303030304, 1.0], [1.0, 0.9696969696969697, 0.9090909090909091], [0.4117647058823529, 1.0, 1.0]]","[[4.0, 3.0, 3.0], [4.0, 3.0, 3.0], [2.0, 4.0, 4.0]]"
47,15,2,0.0,0.0,False,all_offload_balancing,0.40302009998979693,0.5555555555555556,6.0,3,0.1821888805216896,0.40302009998979693,-13.176461186627849,"[[1.0, 0.6875596642494202, 0.7685973644256592], [-0.3892354369163513, -1.0, 1.0], [0.6817511320114136, -1.0, 1.0]]","[[1.0, 1.0, 0.0], [0.0, 1.0, 0.36363636363636365], [1.0, 0.7878787878787878, 1.0]]","[[4.0, 3.0, 3.0], [3.0, 3.0, 3.0], [3.0, 4.0, 4.0]]"
48,15,3,-11.151944160461426,-11.151944160461426,True,all_offload_balancing,0.48320540697598474,0.5555555555555556,4.0,4,0.40302009998979693,0.48320540697598474,-5.7164291771488775,"[[0.48336276412010193, -0.66131991147995, -1.0], [0.6010715365409851, -0.807481586933136, 1.0], [-0.3815680742263794, 0.9141981601715088, -0.3162849545478821]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.42424242424242425], [0.35294117647058826, 1.0, 1.0]]","[[4.0, 2.0, 3.0], [4.0, 4.0, 3.0], [2.0, 4.0, 4.0]]"
49,16,1,0.0,0.0,False,all_offload_balancing,0.4189516711274077,0.6666666666666666,5.0,2,0.2460777429320996,0.4189516711274077,-11.158340895397519,"[[-0.27761444449424744, 0.01212549302726984, 0.5228634476661682], [-0.4876452088356018, 1.0, -1.0], [-0.8361783623695374, 0.8126190304756165, 0.012787489220499992]]","[[0.8823529411764706, 0.8484848484848485, 1.0], [1.0, 1.0, 0.0], [1.0, 0.0, 1.0]]","[[3.0, 2.0, 3.0], [4.0, 5.0, 2.0], [3.0, 3.0, 5.0]]"
50,16,2,0.0,0.0,False,all_offload_balancing,0.14957657381899808,0.5555555555555556,4.0,1,0.4189516711274077,0.14957657381899808,-5.063582874183367,"[[-0.8378397822380066, -0.12959326803684235, -0.33967500925064087], [0.07787247747182846, -0.2852572202682495, -0.6599493026733398], [-0.03057202696800232, -0.7777822017669678, 0.6032634377479553]]","[[1.0, 1.0, 0.0], [1.0, 1.0, 0.06060606060606061], [1.0, 0.18181818181818182, 0.0]]","[[3.0, 3.0, 3.0], [4.0, 4.0, 2.0], [3.0, 3.0, 5.0]]"
