step,episode,episode_step,reward,episode_return,done,scenario_name,load_variance,overload_ratio,sla_count,handover_count,load_imbalance_start,load_imbalance_end,instant_reward_mean,bias_matrix,load_matrix,ue_count_matrix
14,1,2,-0.5712448358535767,-5.429705262184143,False,embb_g0_offload,0.19855116824813793,0.4444444444444444,0.0,0,0.11182532394653606,0.19855116824813793,-0.3977931292072472,"[[0.5254487991333008, -0.3419187366962433, -0.7061998248100281], [-0.06801240146160126, 1.0, -0.27184349298477173], [0.38638582825660706, -1.0, 0.027868542820215225]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 0.0, 0.0], [1.0, 1.0, 0.0]]","[[4.0, 3.0, 3.0], [2.0, 3.0, 3.0], [3.0, 3.0, 3.0]]"
15,1,3,-0.48453110456466675,-5.91423636674881,False,embb_g0_offload,0.1891643709825528,0.4444444444444444,1.0,0,0.19855116824813793,0.1891643709825528,-0.5033047026126254,"[[1.0, 0.077327661216259, 1.0], [0.5689998269081116, 0.14678855240345, 0.439046710729599], [0.03227156028151512, 0.8801320791244507, -0.5740552544593811]]","[[1.0, 0.18181818181818182, 0.0], [1.0, 0.0, 0.0], [1.0, 1.0, 0.0]]","[[4.0, 3.0, 3.0], [2.0, 3.0, 3.0], [3.0, 3.0, 3.0]]"
16,1,4,-0.22665339708328247,-6.140889763832092,False,embb_g0_offload,0.12386491174369962,0.4444444444444444,0.0,2,0.1891643709825528,0.12386491174369962,-0.35725232271999197,"[[-1.0, 0.07209647446870804, -0.7715921401977539], [-1.0, -1.0, -0.09021756798028946], [1.0, 1.0, -1.0]]","[[1.0, 0.30303030303030304, 0.36363636363636365], [1.0, 0.24242424242424243, 0.30303030303030304], [1.0, 1.0, 0.18181818181818182]]","[[2.0, 3.0, 3.0], [2.0, 3.0, 3.0], [5.0, 3.0, 3.0]]"
17,1,5,-0.23684176802635193,-6.377731531858444,False,embb_g0_offload,0.09896949290888683,0.4444444444444444,0.0,2,0.12386491174369962,0.09896949290888683,-0.2866325990366499,"[[1.0, 0.6832229495048523, -0.10952338576316833], [-0.12769947946071625, -1.0, 0.06245304271578789], [-1.0, 0.39517635107040405, 0.6249047517776489]]","[[1.0, 0.24242424242424243, 0.0], [1.0, 0.6060606060606061, 0.12121212121212122], [1.0, 1.0, 0.12121212121212122]]","[[4.0, 3.0, 3.0], [2.0, 3.0, 3.0], [3.0, 3.0, 3.0]]"
18,1,6,-0.6135768890380859,-6.99130842089653,False,embb_g0_offload,0.1993674114886236,0.4444444444444444,0.0,2,0.09896949290888683,0.1993674114886236,-0.41278104960377926,"[[-1.0, -1.0, 0.021398454904556274], [-0.7306782603263855, -1.0, -1.0], [1.0, 0.5607171654701233, 0.7169377207756042]]","[[1.0, 0.0, 0.0], [1.0, 0.8484848484848485, 0.18181818181818182], [1.0, 1.0, 0.12121212121212122]]","[[2.0, 3.0, 3.0], [2.0, 3.0, 3.0], [5.0, 3.0, 3.0]]"
19,1,7,-0.40111884474754333,-7.3924272656440735,False,embb_g0_offload,0.178961330476482,0.5555555555555556,0.0,2,0.1993674114886236,0.178961330476482,-0.4419310199228789,"[[-0.8067899942398071, 0.8056191802024841, -0.2264045923948288], [0.9809867143630981, 0.5182560682296753, -1.0], [-0.0011505607981234789, 0.3327644169330597, 0.6700422167778015]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 1.0, 0.18181818181818182], [1.0, 1.0, 0.0]]","[[3.0, 3.0, 4.0], [2.0, 3.0, 2.0], [4.0, 3.0, 3.0]]"
20,1,8,-0.4785197377204895,-7.870947003364563,False,embb_g0_offload,0.18467503315988165,0.5555555555555556,0.0,2,0.178961330476482,0.18467503315988165,-0.46709232738670725,"[[1.0, 1.0, -0.5682656764984131], [-0.4578588604927063, 0.0970604196190834, -0.5097780227661133], [-1.0, 1.0, 0.6016762852668762]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 1.0, 0.24242424242424243], [1.0, 1.0, 0.0]]","[[4.0, 3.0, 3.0], [2.0, 3.0, 3.0], [3.0, 3.0, 3.0]]"
21,1,9,-0.516723096370697,-8.38767009973526,False,embb_g0_offload,0.23672536768898308,0.4444444444444444,0.0,1,0.18467503315988165,0.23672536768898308,-0.41262245137213366,"[[0.7693324685096741, -0.24246041476726532, 0.8260237574577332], [-1.0, 0.9972740411758423, 0.0462072417140007], [-1.0, -0.5758476257324219, 0.46159470081329346]]","[[1.0, 0.12121212121212122, 0.0], [0.8823529411764706, 1.0, 0.42424242424242425], [1.0, 0.0, 0.06060606060606061]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
22,1,10,-0.5582812428474426,-8.945951342582703,False,embb_g0_offload,0.2618516788591236,0.3333333333333333,0.0,3,0.23672536768898308,0.2618516788591236,-0.5080286193984198,"[[-1.0, -0.7656408548355103, 1.0], [0.118117555975914, 0.19323989748954773, 0.5636923313140869], [0.20294101536273956, -1.0, 1.0]]","[[1.0, 0.0, 0.0], [0.7058823529411765, 1.0, 0.30303030303030304], [1.0, 0.0, 0.0]]","[[2.0, 3.0, 3.0], [2.0, 3.0, 3.0], [5.0, 3.0, 3.0]]"
23,1,11,-0.3761105239391327,-9.322061866521835,False,embb_g0_offload,0.23452518262206845,0.3333333333333333,0.0,1,0.2618516788591236,0.23452518262206845,-0.4307635037324593,"[[-0.6404464244842529, -0.32920724153518677, -0.8662641048431396], [-0.5150678753852844, 1.0, 0.31013673543930054], [-0.030607042834162712, 1.0, -0.5145498514175415]]","[[1.0, 0.0, 0.0], [0.7647058823529411, 1.0, 0.0], [1.0, 0.0, 0.0]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
24,1,12,-0.7985048890113831,-10.120566755533218,True,embb_g0_offload,0.3546576879910213,0.3333333333333333,0.0,2,0.23452518262206845,0.3546576879910213,-0.5582398503908059,"[[-1.0, -0.40926286578178406, 0.6454223394393921], [0.4759834408760071, 0.8140129446983337, 1.0], [-1.0, 0.4211006164550781, 0.038146696984767914]]","[[1.0, 0.18181818181818182, 0.30303030303030304], [0.0, 1.0, 0.36363636363636365], [1.0, 0.30303030303030304, 0.24242424242424243]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
25,2,1,-9.715413093566895,-9.715413093566895,False,embb_g0_offload,0.48060839777312464,0.5555555555555556,4.0,3,0.08381391772395232,0.48060839777312464,-8.92182417423922,"[[-0.3655446469783783, 1.0, 0.6038257479667664], [-1.0, 1.0, -1.0], [-0.614529550075531, -1.0, -0.9799162149429321]]","[[1.0, 0.0, 1.0], [0.47058823529411764, 1.0, 1.0], [1.0, 0.0, 0.06060606060606061]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 4.0], [4.0, 3.0, 2.0]]"
26,2,2,-2.721398115158081,-12.436811208724976,False,embb_g0_offload,0.33295663284129257,0.4444444444444444,2.0,3,0.48060839777312464,0.33295663284129257,-3.0167016958595907,"[[-0.3284663259983063, 1.0, 0.5192557573318481], [-0.2325413078069687, -1.0, 0.554964005947113], [-0.11585395783185959, 0.5687611103057861, -1.0]]","[[1.0, 0.24242424242424243, 0.48484848484848486], [1.0, 1.0, 0.0], [0.6470588235294118, 0.18181818181818182, 1.0]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
27,2,3,-1.7084770202636719,-14.145288228988647,False,embb_g0_offload,0.16979342196915856,0.4444444444444444,2.0,1,0.33295663284129257,0.16979342196915856,-2.0348034051092743,"[[0.7837169170379639, -1.0, -0.18287667632102966], [-0.16353186964988708, 1.0, 0.693002462387085], [0.4916222393512726, -1.0, -1.0]]","[[1.0, 0.0, 0.48484848484848486], [0.8823529411764706, 0.0, 1.0], [1.0, 0.0, 0.0]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 4.0], [2.0, 3.0, 2.0]]"
28,2,4,-1.3534811735153198,-15.498769402503967,False,embb_g0_offload,0.17692072237526782,0.4444444444444444,2.0,1,0.16979342196915856,0.17692072237526782,-1.3392266139219793,"[[0.7986749410629272, -0.22014856338500977, 0.9740935564041138], [-0.2593609690666199, -0.1330610066652298, -0.19823729991912842], [-0.05215253680944443, 0.10006817430257797, -0.7611923813819885]]","[[1.0, 0.12121212121212122, 0.5454545454545454], [1.0, 0.24242424242424243, 0.0], [1.0, 0.0, 1.0]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
29,2,5,-0.11618150025606155,-15.614950902760029,False,embb_g0_offload,0.003264972961942659,0.3333333333333333,1.0,3,0.17692072237526782,0.003264972961942659,-0.46349299609595584,"[[-0.566761314868927, -0.16118551790714264, -0.4134574830532074], [0.8267159461975098, 1.0, -0.4173690676689148], [-0.6543372869491577, 1.0, -0.6801517009735107]]","[[1.0, 0.0, 0.12121212121212122], [1.0, 0.0, 0.12121212121212122], [1.0, 0.0, 0.0]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 4.0], [4.0, 3.0, 2.0]]"
30,2,6,-0.2599400579929352,-15.874890960752964,False,embb_g0_offload,0.0,0.3333333333333333,1.0,3,0.003264972961942659,0.0,-0.2664700054301982,"[[-1.0, -0.7706519365310669, -0.9738290905952454], [-0.06835029274225235, -0.062441881746053696, 1.0], [-0.7507326006889343, 1.0, 0.908123254776001]]","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0]]","[[4.0, 3.0, 3.0], [2.0, 3.0, 4.0], [3.0, 3.0, 2.0]]"
31,2,7,-0.3646640181541443,-16.23955497890711,False,embb_g0_offload,0.003264972961942659,0.3333333333333333,1.0,2,0.0,0.003264972961942659,-0.35813408051449946,"[[1.0, -1.0, -1.0], [-0.8303432464599609, 1.0, -0.2523798644542694], [0.06954119354486465, 0.02586553618311882, 1.0]]","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.12121212121212122]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
32,2,8,-0.2704899311065674,-16.510044910013676,False,embb_g0_offload,0.032649729619426596,0.3333333333333333,0.0,1,0.003264972961942659,0.032649729619426596,-0.2117204275313219,"[[0.04440969228744507, -1.0, -1.0], [-0.5878008008003235, -0.0744326114654541, 0.10641492158174515], [1.0, 1.0, -1.0]]","[[1.0, 0.0, 0.18181818181818182], [1.0, 0.36363636363636365, 0.30303030303030304], [1.0, 0.0, 0.30303030303030304]]","[[4.0, 3.0, 3.0], [2.0, 3.0, 3.0], [3.0, 3.0, 3.0]]"
33,2,9,-0.3250991702079773,-16.835144080221653,False,embb_g0_offload,0.052239567391082535,0.3333333333333333,1.0,1,0.032649729619426596,0.052239567391082535,-0.2859194917895585,"[[-0.4303288161754608, -0.46579504013061523, -0.24448998272418976], [-1.0, 1.0, -0.7762320637702942], [0.9537128210067749, -0.5539385080337524, 0.3993096351623535]]","[[1.0, 0.24242424242424243, 0.0], [1.0, 0.6666666666666666, 0.12121212121212122], [1.0, 0.18181818181818182, 0.18181818181818182]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
34,2,10,-0.23665215075016022,-17.071796230971813,False,embb_g0_offload,0.05223956739108254,0.3333333333333333,0.0,2,0.052239567391082535,0.05223956739108254,-0.23665215447635699,"[[-0.6823790669441223, 1.0, 0.16500869393348694], [-1.0, 0.9199651479721069, -0.003960937261581421], [1.0, -0.2040637582540512, -1.0]]","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.48484848484848486], [1.0, 0.0, 0.0]]","[[2.0, 3.0, 3.0], [2.0, 3.0, 4.0], [5.0, 3.0, 2.0]]"
35,2,11,-0.13169316947460175,-17.203489400446415,False,embb_g0_offload,0.016324864809713294,0.3333333333333333,0.0,4,0.05223956739108254,0.016324864809713294,-0.20352257970545773,"[[-0.5620833039283752, 0.3420051336288452, 1.0], [-0.2069830298423767, -0.39528337121009827, -0.07245571911334991], [-1.0, 1.0, -1.0]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.24242424242424243]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
36,2,12,-0.22433970868587494,-17.42782910913229,True,embb_g0_offload,0.007346189164370984,0.3333333333333333,0.0,3,0.016324864809713294,0.007346189164370984,-0.24229706108126292,"[[-0.3594296872615814, -1.0, 0.6194280982017517], [-0.25041741132736206, -0.9553154706954956, -1.0], [-0.6402773261070251, -0.28673478960990906, -1.0]]","[[1.0, 0.0, 0.0], [1.0, 0.0, 0.18181818181818182], [1.0, 0.0, 0.0]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 4.0], [4.0, 3.0, 2.0]]"
37,3,1,-10.059060096740723,-10.059060096740723,False,embb_g0_offload,0.1277837266093531,0.5555555555555556,5.0,1,0.08381391772395232,0.1277837266093531,-9.971120374051747,"[[-0.4549652934074402, 0.7484802007675171, 0.07558677345514297], [-0.1651158183813095, 0.1877143830060959, -0.13669124245643616], [-0.24931080639362335, -1.0, -1.0]]","[[1.0, 0.5454545454545454, 1.0], [0.7058823529411765, 0.7878787878787878, 1.0], [1.0, 0.0, 1.0]]","[[4.0, 3.0, 3.0], [3.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
38,3,2,-6.676720142364502,-16.735780239105225,False,embb_g0_offload,0.5003571064177126,0.3333333333333333,4.0,3,0.1277837266093531,0.5003571064177126,-5.9315735512346155,"[[-1.0, -0.1683749258518219, 0.002293693833053112], [-0.2728632688522339, -1.0, -0.9736331701278687], [1.0, -0.9366323947906494, -0.5755988955497742]]","[[0.0, 1.0, 0.0], [1.0, 0.12121212121212122, 0.0], [1.0, 0.18181818181818182, 0.7272727272727273]]","[[2.0, 4.0, 3.0], [3.0, 2.0, 3.0], [4.0, 3.0, 3.0]]"
39,3,3,-4.061841011047363,-20.797621250152588,False,embb_g0_offload,0.33952047121806994,0.3333333333333333,3.0,3,0.5003571064177126,0.33952047121806994,-4.383514082755746,"[[-0.3980421721935272, -1.0, 0.9282164573669434], [1.0, -0.9431484341621399, 0.08391416072845459], [-0.18592524528503418, 0.7855631709098816, 0.41883066296577454]]","[[1.0, 0.0, 0.0], [0.23529411764705882, 1.0, 0.0], [1.0, 0.06060606060606061, 0.0]]","[[4.0, 3.0, 3.0], [3.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
40,3,4,-0.5301805734634399,-21.327801823616028,False,embb_g0_offload,0.11345781042750741,0.4444444444444444,3.0,2,0.33952047121806994,0.11345781042750741,-0.9823058794061912,"[[-0.7596481442451477, -0.06960921734571457, -0.4593164324760437], [0.9656659364700317, 0.013010689988732338, 0.009594382718205452], [0.26540955901145935, 1.0, 0.5243779420852661]]","[[1.0, 0.36363636363636365, 0.0], [1.0, 0.9696969696969697, 0.0], [1.0, 0.18181818181818182, 0.0]]","[[2.0, 3.0, 3.0], [3.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
41,3,5,-0.3084898889064789,-21.636291712522507,False,embb_g0_offload,0.10856035098459339,0.3333333333333333,0.0,3,0.11345781042750741,0.10856035098459339,-0.3182848134097676,"[[-1.0, 1.0, -1.0], [-0.24236278235912323, -1.0, 0.4725196361541748], [-1.0, 1.0, 0.08362092822790146]]","[[1.0, 0.7878787878787878, 0.0], [1.0, 0.0, 0.0], [1.0, 0.24242424242424243, 0.0]]","[[4.0, 4.0, 3.0], [3.0, 2.0, 3.0], [2.0, 3.0, 3.0]]"
42,3,6,-0.5138575434684753,-22.150149255990982,False,embb_g0_offload,0.02040608101214162,0.3333333333333333,2.0,3,0.10856035098459339,0.02040608101214162,-0.6901660675017577,"[[-0.9927634000778198, 0.48700785636901855, 0.7469704151153564], [0.5862980484962463, -0.19501471519470215, -0.6472222208976746], [-0.17776602506637573, 0.09454113990068436, -0.34569549560546875]]","[[1.0, 0.0, 0.0], [1.0, 0.30303030303030304, 0.0], [1.0, 0.0, 0.0]]","[[2.0, 3.0, 3.0], [3.0, 3.0, 3.0], [4.0, 3.0, 3.0]]"
43,3,7,-1.1546050310134888,-23.30475428700447,False,embb_g0_offload,0.18365472910927452,0.4444444444444444,2.0,4,0.02040608101214162,0.18365472910927452,-0.8281076965120836,"[[1.0, -0.9488553404808044, 0.4680566191673279], [-1.0, -0.8273526430130005, -0.3578929305076599], [0.46780186891555786, 1.0, 0.4910004734992981]]","[[1.0, 0.9090909090909091, 0.0], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0]]","[[5.0, 4.0, 3.0], [2.0, 2.0, 3.0], [2.0, 3.0, 3.0]]"
44,3,8,-0.7874828577041626,-24.092237144708633,False,embb_g0_offload,0.2018161412100806,0.4444444444444444,1.0,2,0.18365472910927452,0.2018161412100806,-0.751160010298425,"[[-0.1159859448671341, -0.5582326650619507, 0.11242911219596863], [0.368503600358963, -1.0, -1.0], [0.9343370795249939, -0.057021547108888626, -1.0]]","[[1.0, 0.12121212121212122, 0.30303030303030304], [1.0, 1.0, 0.18181818181818182], [1.0, 0.0, 0.30303030303030304]]","[[4.0, 3.0, 3.0], [3.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
45,3,9,-0.16892871260643005,-24.261165857315063,False,embb_g0_offload,0.06856443220079583,0.3333333333333333,1.0,4,0.2018161412100806,0.06856443220079583,-0.4354321287441137,"[[-1.0, 0.8810473680496216, -0.4654042422771454], [-1.0, -0.24902813136577606, 0.17953355610370636], [-0.9911736249923706, -0.8973864316940308, -1.0]]","[[1.0, 0.6666666666666666, 0.0], [1.0, 0.7878787878787878, 0.0], [1.0, 0.18181818181818182, 0.0]]","[[3.0, 3.0, 3.0], [2.0, 3.0, 4.0], [4.0, 3.0, 2.0]]"
46,3,10,-0.7642664313316345,-25.025432288646698,False,embb_g0_offload,0.23725211289434833,0.3333333333333333,0.0,5,0.06856443220079583,0.23725211289434833,-0.42689105028993096,"[[0.03855148330330849, -0.8464013934135437, 0.732451856136322], [-0.3139052093029022, -1.0, -0.07350227236747742], [0.0128142349421978, -0.15258769690990448, -0.5200725793838501]]","[[0.6470588235294118, 1.0, 0.0], [1.0, 0.0, 0.0], [1.0, 0.06060606060606061, 0.0]]","[[4.0, 4.0, 3.0], [3.0, 2.0, 3.0], [2.0, 3.0, 3.0]]"
47,3,11,0.06353021413087845,-24.96190207451582,False,embb_g0_offload,0.04979083766962553,0.3333333333333333,0.0,2,0.23725211289434833,0.04979083766962553,-0.3113923368143058,"[[1.0, 0.6897566914558411, 0.7660998702049255], [-0.38502851128578186, -1.0, 1.0], [0.6860877275466919, -1.0, 1.0]]","[[1.0, 0.6666666666666666, 0.0], [1.0, 0.36363636363636365, 0.0], [1.0, 0.12121212121212122, 0.0]]","[[5.0, 3.0, 3.0], [2.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
48,3,12,-0.5177101492881775,-25.479612223803997,True,embb_g0_offload,0.15671870217324763,0.3333333333333333,0.0,1,0.04979083766962553,0.15671870217324763,-0.3038544281420969,"[[0.4912806749343872, -0.6591885685920715, -1.0], [0.606089174747467, -0.8061266541481018, 1.0], [-0.37380972504615784, 0.9187188148498535, -0.3213123679161072]]","[[1.0, 0.8484848484848485, 0.0], [1.0, 0.0, 0.0], [1.0, 0.06060606060606061, 0.18181818181818182]]","[[5.0, 4.0, 3.0], [2.0, 2.0, 3.0], [2.0, 3.0, 3.0]]"
49,4,1,-10.544615745544434,-10.544615745544434,False,embb_g0_offload,0.25666119091724626,0.7777777777777778,4.0,1,0.08381391772395232,0.25666119091724626,-10.19892079801246,"[[-0.27864211797714233, 0.011617926880717278, 0.5237557291984558], [-0.4901667833328247, 1.0, -1.0], [-0.8367854356765747, 0.8126745223999023, 0.012391963042318821]]","[[1.0, 1.0, 0.36363636363636365], [0.9411764705882353, 0.9696969696969697, 1.0], [1.0, 0.12121212121212122, 1.0]]","[[4.0, 3.0, 3.0], [3.0, 3.0, 3.0], [2.0, 3.0, 3.0]]"
