step,episode,episode_step,reward,episode_return,done,scenario_name,load_variance,target_load_error,overload_ratio,sla_count,handover_count,load_imbalance_start,load_imbalance_end,target_load_error_start,target_load_error_end,instant_reward_mean,dense_window_reward,episode_terminal_reward,action_direction_reward,terminal_reward_only,use_progress_reward,overloaded_negative_fraction,light_nonnegative_fraction,bias_matrix,target_load_matrix,balance_target_matrix,load_matrix,sla_matrix,ue_count_matrix,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,bias_g0_eMBB,bias_g0_URLLC,bias_g0_mMTC,bias_g1_eMBB,bias_g1_URLLC,bias_g1_mMTC,bias_g2_eMBB,bias_g2_URLLC,bias_g2_mMTC,target_load_g0_eMBB,target_load_g0_URLLC,target_load_g0_mMTC,target_load_g1_eMBB,target_load_g1_URLLC,target_load_g1_mMTC,target_load_g2_eMBB,target_load_g2_URLLC,target_load_g2_mMTC,balance_target_g0_eMBB,balance_target_g0_URLLC,balance_target_g0_mMTC,balance_target_g1_eMBB,balance_target_g1_URLLC,balance_target_g1_mMTC,balance_target_g2_eMBB,balance_target_g2_URLLC,balance_target_g2_mMTC,load_g0_eMBB,load_g0_URLLC,load_g0_mMTC,load_g1_eMBB,load_g1_URLLC,load_g1_mMTC,load_g2_eMBB,load_g2_URLLC,load_g2_mMTC,sla_g0_eMBB,sla_g0_URLLC,sla_g0_mMTC,sla_g1_eMBB,sla_g1_URLLC,sla_g1_mMTC,sla_g2_eMBB,sla_g2_URLLC,sla_g2_mMTC,ue_count_g0_eMBB,ue_count_g0_URLLC,ue_count_g0_mMTC,ue_count_g1_eMBB,ue_count_g1_URLLC,ue_count_g1_mMTC,ue_count_g2_eMBB,ue_count_g2_URLLC,ue_count_g2_mMTC
585,48,9,-0.6575862169265747,-18.16201764345169,False,mmtc_g2_embb_g1_conflict,0.33818807416374785,0.17810512958744062,0.4444444444444444,1.0,0,0.22685272931333542,0.17810512958744062,0.22685272931333542,0.17810512958744062,-0.657586209710896,-0.657586209710896,0.0,0.14213426311810812,False,False,0.5,0.3333333333333333,"[[1.0, -1.0, 0.9082847237586975], [1.0, -0.5628504157066345, -1.0], [-0.4784374535083771, 1.0, -0.8216956853866577]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 0.9090909090909091, 0.0], [0.7647058823529411, 0.48484848484848486, 1.0]]","[[0.14703924201207424, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[3.0, 2.0, 1.0], [1.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",1.0732800960540771,-1.1588466167449951,0.9082847237586975,1.1712961196899414,-0.5628504157066345,-1.0602288246154785,-0.4784374535083771,1.1730812788009644,-0.8216956853866577,1.0,0.12121212482452393,0.0,1.0,0.9090909361839294,0.0,0.7647058963775635,0.4848484992980957,1.0,0.1470392346382141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666865348816,0.3333333432674408,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,1.0,-1.0,0.9082847237586975,1.0,-0.5628504157066345,-1.0,-0.4784374535083771,1.0,-0.8216956853866577,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.12121212121212122,0.0,1.0,0.9090909090909091,0.0,0.7647058823529411,0.48484848484848486,1.0,0.14703924201207424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
586,48,10,0.10419240593910217,-18.05782523751259,False,mmtc_g2_embb_g1_conflict,0.19855116824813793,0.23344797469645956,0.4444444444444444,0.0,1,0.17810512958744062,0.23344797469645956,0.17810512958744062,0.23344797469645956,0.10419240506364225,0.10419240506364225,0.0,0.6031350669761498,False,False,0.5,0.8,"[[-0.055879224091768265, 1.0, 0.22269175946712494], [0.17569313943386078, 0.5925638675689697, -0.5861358046531677], [1.0, 0.8682994246482849, -0.003557909280061722]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.12121212121212122], [1.0, 0.0, 0.0], [1.0, 0.0, 1.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 1.0], [2.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",-0.055879224091768265,1.0717711448669434,0.22269175946712494,0.17569313943386078,0.5925638675689697,-0.5861358046531677,1.7958077192306519,0.8682994246482849,-0.003557909280061722,1.0,0.0,0.12121212482452393,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,-0.055879224091768265,1.0,0.22269175946712494,0.17569313943386078,0.5925638675689697,-0.5861358046531677,1.0,0.8682994246482849,-0.003557909280061722,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.12121212121212122,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
587,48,11,-0.6336442828178406,-18.69146952033043,False,mmtc_g2_embb_g1_conflict,0.03836343230282624,0.19593751657994082,0.3333333333333333,0.0,0,0.23344797469645956,0.19593751657994082,0.23344797469645956,0.19593751657994082,-0.6336442638016041,-0.6336442638016041,0.0,-0.22751981218655903,False,False,0.3333333333333333,0.6666666666666666,"[[0.7921921610832214, -0.431562602519989, 0.730266809463501], [0.8928670883178711, 0.8342083096504211, 0.43156468868255615], [-0.2609454095363617, -0.6580066084861755, 1.0]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.06060606060606061], [1.0, 0.0, 0.0], [1.0, 0.24242424242424243, 0.36363636363636365]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 1.0], [2.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",0.7921921610832214,-0.431562602519989,0.730266809463501,0.8928670883178711,0.8342083096504211,0.43156468868255615,-0.2609454095363617,-0.6580066084861755,1.4622629880905151,1.0,0.0,0.06060606241226196,1.0,0.0,0.0,1.0,0.24242424964904785,0.3636363744735718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,0.7921921610832214,-0.431562602519989,0.730266809463501,0.8928670883178711,0.8342083096504211,0.43156468868255615,-0.2609454095363617,-0.6580066084861755,1.0,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.06060606060606061,1.0,0.0,0.0,1.0,0.24242424242424243,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
588,48,12,-0.02989424206316471,-18.721363762393594,True,mmtc_g2_embb_g1_conflict,0.10366289154167943,0.1670996428935823,0.3333333333333333,0.0,0,0.19593751657994082,0.1670996428935823,0.19593751657994082,0.1670996428935823,-0.029894242715681307,-0.029894242715681307,0.0,0.37553978338837624,False,False,0.3333333333333333,0.5,"[[-0.6866058111190796, -0.982689380645752, 0.33400818705558777], [0.024981636554002762, -0.579045295715332, 0.991637110710144], [0.8335537910461426, -1.0, 0.31996995210647583]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.0], [1.0, 0.36363636363636365, 0.0], [1.0, 0.5454545454545454, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 1.0], [2.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",-0.6866058111190796,-0.982689380645752,0.33400818705558777,0.024981636554002762,-0.579045295715332,0.991637110710144,0.8335537910461426,-1.8435903787612915,0.31996995210647583,0.5,0.4848484992980957,0.1818181872367859,0.8823529481887817,0.4848484992980957,0.4848484992980957,0.1764705926179886,0.4848484992980957,0.8787878751754761,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,1.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,1.0,-0.6866058111190796,-0.982689380645752,0.33400818705558777,0.024981636554002762,-0.579045295715332,0.991637110710144,0.8335537910461426,-1.0,0.31996995210647583,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.0,1.0,0.36363636363636365,0.0,1.0,0.5454545454545454,0.48484848484848486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
589,49,1,-12.347203254699707,-12.347203254699707,False,mmtc_g2_embb_g1_conflict,0.4264496702370248,0.1807117134082427,0.3333333333333333,5.0,1,0.05497023656579072,0.1807117134082427,0.05497023656579072,0.1807117134082427,-12.347203466425798,-12.347203466425798,0.0,0.15915566322704155,False,False,0.3333333333333333,0.5,"[[0.6195241808891296, 0.7897171378135681, -0.028604166582226753], [-1.0, -0.9585457444190979, -1.0], [-0.2234557569026947, 0.6368690729141235, 0.6686106324195862]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.0], [1.0, 0.8484848484848485, 0.0], [0.4117647058823529, 0.6060606060606061, 1.0]]","[[0.9125230648896799, 0.0, 0.0], [0.6603558304205092, 1.0, 0.0], [0.48710213040906025, 1.0, 0.0]]","[[2.0, 2.0, 1.0], [2.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",0.6195241808891296,0.7897171378135681,-0.028604166582226753,-1.9117786884307861,-0.9585457444190979,-1.579797387123108,-0.2234557569026947,0.6368690729141235,0.6686106324195862,1.0,0.0,0.0,1.0,0.8484848737716675,0.0,0.4117647111415863,0.6060606241226196,1.0,0.912523090839386,0.0,0.0,0.660355806350708,1.0,0.0,0.48710212111473083,1.0,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,0.6195241808891296,0.7897171378135681,-0.028604166582226753,-1.0,-0.9585457444190979,-1.0,-0.2234557569026947,0.6368690729141235,0.6686106324195862,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.0,1.0,0.8484848484848485,0.0,0.4117647058823529,0.6060606060606061,1.0,0.9125230648896799,0.0,0.0,0.6603558304205092,1.0,0.0,0.48710213040906025,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
590,49,2,-6.8118672370910645,-19.15907049179077,False,mmtc_g2_embb_g1_conflict,0.3969131036342948,0.22297554567731778,0.6666666666666666,4.0,1,0.1807117134082427,0.22297554567731778,0.1807117134082427,0.22297554567731778,-6.811867043990298,-6.811867043990298,0.0,0.7100515772898991,False,False,0.8333333333333334,0.3333333333333333,"[[1.0, -1.0, 1.0], [-1.0, -0.47080478072166443, -0.5758490562438965], [-0.4876118302345276, -1.0, -0.23642809689044952]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 1.0, 0.0], [0.8823529411764706, 1.0, 1.0]]","[[0.03809653613921997, 0.0, 0.0], [0.0, 1.0, 0.0], [0.2946389742587839, 1.0, 0.0]]","[[3.0, 2.0, 1.0], [1.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",1.1370724439620972,-1.3039557933807373,1.0925642251968384,-1.1066476106643677,-0.47080478072166443,-0.5758490562438965,-0.4876118302345276,-2.9661471843719482,-0.23642809689044952,1.0,0.12121212482452393,0.0,1.0,1.0,0.0,0.8823529481887817,1.0,1.0,0.038096535950899124,0.0,0.0,0.0,1.0,0.0,0.2946389615535736,1.0,0.0,1.0,0.6666666865348816,0.3333333432674408,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,1.0,-1.0,1.0,-1.0,-0.47080478072166443,-0.5758490562438965,-0.4876118302345276,-1.0,-0.23642809689044952,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.12121212121212122,0.0,1.0,1.0,0.0,0.8823529411764706,1.0,1.0,0.03809653613921997,0.0,0.0,0.0,1.0,0.0,0.2946389742587839,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
591,49,3,-6.290375232696533,-25.449445724487305,False,mmtc_g2_embb_g1_conflict,0.4311804917865524,0.24269192939495973,0.6666666666666666,3.0,1,0.22297554567731778,0.24269192939495973,0.22297554567731778,0.24269192939495973,-6.290375272082877,-6.290375272082877,0.0,0.5890518898765246,False,False,0.5,0.0,"[[0.4939454197883606, -0.21970126032829285, -0.42394810914993286], [-0.49617379903793335, 0.016037452965974808, -0.7626692056655884], [-0.30812868475914, 1.0, -1.0]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.0], [1.0, 1.0, 0.9696969696969697]]","[[0.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.1063536175793712, 1.0, 0.0]]","[[3.0, 2.0, 1.0], [1.0, 2.0, 3.0], [2.0, 2.0, 2.0]]",0.4939454197883606,-0.21970126032829285,-0.42394810914993286,-0.49617379903793335,0.016037452965974808,-0.7626692056655884,-0.30812868475914,2.3362929821014404,-1.489159345626831,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9696969985961914,0.0,0.0,0.0,0.0,1.0,0.0,0.10635361820459366,1.0,0.0,1.0,0.6666666865348816,0.3333333432674408,0.3333333432674408,0.6666666865348816,1.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.4939454197883606,-0.21970126032829285,-0.42394810914993286,-0.49617379903793335,0.016037452965974808,-0.7626692056655884,-0.30812868475914,1.0,-1.0,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9696969696969697,0.0,0.0,0.0,0.0,1.0,0.0,0.1063536175793712,1.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0
592,49,4,-3.7273480892181396,-29.176793813705444,False,mmtc_g2_embb_g1_conflict,0.1842669115396388,0.23210525456586067,0.4444444444444444,2.0,1,0.24269192939495973,0.23210525456586067,0.24269192939495973,0.23210525456586067,-3.727348029903452,-3.727348029903452,0.0,-0.29115115602811176,False,False,0.5,0.4,"[[-1.0, 0.5902495980262756, -1.0], [0.7328250408172607, 0.8689915537834167, 1.0], [-0.2958623468875885, -0.791660487651825, -0.8555945754051208]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.06060606060606061, 0.0], [1.0, 1.0, 0.0], [1.0, 0.12121212121212122, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0015686250262512476, 0.0, 0.0]]","[[2.0, 2.0, 1.0], [2.0, 2.0, 3.0], [2.0, 2.0, 2.0]]",-1.3458095788955688,0.5902495980262756,-1.0531941652297974,0.7328250408172607,0.8689915537834167,1.3150132894515991,-0.2958623468875885,-0.791660487651825,-0.8555945754051208,1.0,0.06060606241226196,0.0,1.0,1.0,0.0,1.0,0.12121212482452393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0015686249826103449,0.0,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,1.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,-1.0,0.5902495980262756,-1.0,0.7328250408172607,0.8689915537834167,1.0,-0.2958623468875885,-0.791660487651825,-0.8555945754051208,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.06060606060606061,0.0,1.0,1.0,0.0,1.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0015686250262512476,0.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
593,49,5,-3.1009628772735596,-32.277756690979004,False,mmtc_g2_embb_g1_conflict,0.2622181410060198,0.22124105703499644,0.4444444444444444,1.0,1,0.23210525456586067,0.22124105703499644,0.23210525456586067,0.22124105703499644,-3.100962853801279,-3.100962853801279,0.0,0.34017741531133655,False,False,0.75,1.0,"[[1.0, 1.0, 0.15101052820682526], [-1.0, -0.058907050639390945, 1.0], [-0.672360360622406, 0.09443537890911102, 0.1967809498310089]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.42424242424242425], [1.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 0.0]]","[[3.0, 2.0, 1.0], [1.0, 2.0, 3.0], [2.0, 2.0, 2.0]]",1.7634912729263306,1.358634114265442,0.15101052820682526,-1.7676148414611816,-0.058907050639390945,1.9375238418579102,-0.672360360622406,0.09443537890911102,0.1967809498310089,1.0,0.0,0.0,1.0,1.0,0.42424243688583374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666865348816,0.3333333432674408,0.3333333432674408,0.6666666865348816,1.0,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,1.0,0.15101052820682526,-1.0,-0.058907050639390945,1.0,-0.672360360622406,0.09443537890911102,0.1967809498310089,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.0,1.0,1.0,0.42424242424242425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0
594,49,6,-3.472914457321167,-35.75067114830017,False,mmtc_g2_embb_g1_conflict,0.19855116824813793,0.23843113967962454,0.4444444444444444,1.0,1,0.22124105703499644,0.23843113967962454,0.22124105703499644,0.23843113967962454,-3.472914391307061,-3.472914391307061,0.0,-0.01074039091666538,False,False,0.25,0.6,"[[-0.011435877531766891, 1.0, -0.46793457865715027], [0.44127392768859863, 0.7374269962310791, 0.5471364855766296], [0.7249495983123779, -0.44722187519073486, 0.750673770904541]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.12121212121212122, 0.0], [1.0, 1.0, 0.0], [1.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 0.0]]","[[3.0, 2.0, 1.0], [1.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",-0.011435877531766891,1.3830512762069702,-0.46793457865715027,0.44127392768859863,0.7374269962310791,0.5471364855766296,0.7249495983123779,-0.44722187519073486,0.750673770904541,1.0,0.12121212482452393,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666865348816,0.3333333432674408,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,-0.011435877531766891,1.0,-0.46793457865715027,0.44127392768859863,0.7374269962310791,0.5471364855766296,0.7249495983123779,-0.44722187519073486,0.750673770904541,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.12121212121212122,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
595,49,7,-3.037397623062134,-38.788068771362305,False,mmtc_g2_embb_g1_conflict,0.22222222222222224,0.2502666666666667,0.4444444444444444,1.0,0,0.23843113967962454,0.2502666666666667,0.23843113967962454,0.2502666666666667,-3.037397552187289,-3.037397552187289,0.0,0.39612001925706863,False,False,0.75,0.4,"[[0.6885701417922974, 1.0, -0.37687307596206665], [-0.3879184424877167, -1.0, 0.9340770840644836], [-0.04425293952226639, -0.39215683937072754, -0.8274892568588257]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.0, 0.0], [1.0, 1.0, 0.0], [1.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 1.0, 0.0], [0.0, 0.0, 0.0]]","[[3.0, 2.0, 1.0], [1.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",0.6885701417922974,1.3089951276779175,-0.37687307596206665,-0.3879184424877167,-1.4209994077682495,0.9340770840644836,-0.04425293952226639,-0.39215683937072754,-0.8274892568588257,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666865348816,0.3333333432674408,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,0.6885701417922974,1.0,-0.37687307596206665,-0.3879184424877167,-1.0,0.9340770840644836,-0.04425293952226639,-0.39215683937072754,-0.8274892568588257,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
596,49,8,-4.3631110191345215,-43.151179790496826,False,mmtc_g2_embb_g1_conflict,0.22426283032343636,0.18486109580655036,0.4444444444444444,2.0,1,0.2502666666666667,0.18486109580655036,0.2502666666666667,0.18486109580655036,-4.363111196217444,-4.363111196217444,0.0,-0.30102818608283993,False,False,0.5,0.25,"[[-1.0, 1.0, -1.0], [0.7259040474891663, -0.9711109399795532, -1.0], [0.2567632794380188, -0.363826721906662, -0.30003127455711365]]","[[0.5, 0.5, 0.18], [0.88, 0.5, 0.5], [0.18, 0.5, 0.88]]","[[0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52], [0.5199999999999999, 0.5, 0.52]]","[[1.0, 0.18181818181818182, 0.06060606060606061], [1.0, 1.0, 0.12121212121212122], [1.0, 0.0, 0.48484848484848486]]","[[0.0, 0.0, 0.0], [0.2114716478101688, 1.0, 0.0], [0.0, 0.0, 0.0]]","[[2.0, 2.0, 1.0], [2.0, 2.0, 2.0], [2.0, 2.0, 3.0]]",-1.081437110900879,2.061156749725342,-1.6649292707443237,0.7259040474891663,-0.9711109399795532,-1.261075496673584,0.2567632794380188,-0.363826721906662,-0.30003127455711365,1.0,0.1818181872367859,0.06060606241226196,1.0,1.0,0.12121212482452393,1.0,0.0,0.4848484992980957,0.0,0.0,0.0,0.21147164702415466,1.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,0.6666666865348816,1.0,-1.0,1.0,-1.0,0.7259040474891663,-0.9711109399795532,-1.0,0.2567632794380188,-0.363826721906662,-0.30003127455711365,0.5,0.5,0.18,0.88,0.5,0.5,0.18,0.5,0.88,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,0.5199999999999999,0.5,0.52,1.0,0.18181818181818182,0.06060606060606061,1.0,1.0,0.12121212121212122,1.0,0.0,0.48484848484848486,0.0,0.0,0.0,0.2114716478101688,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
