phase,episode,global_step,snapshot_name,expected_case,local_load,neighbor_load,scenario_local_load,scenario_neighbor_load,local_ue_count,neighbor_ue_count,local_bias,neighbor_bias,mean_raw_action,mean_applied_offset,mean_desired_offset,mean_tracking_error,handover_attempts,handover_successes,handover_failures,handover_ping_pongs,episode_return
train,795,7164,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.111111111111111,1.8888888888888888,-1.0,1.0,-2.7143825425042047,-4.444444444444445,-5.968799512543303,1.5243550680988573,1,1,0,0,-0.6443482141476125
train,796,7173,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.1111111111111112,3.888888888888889,-1.0,1.0,-2.3977389335632324,-4.666666666666667,-6.0,1.3333333333333333,3,3,0,0,-1.4157877161633223
train,797,7182,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-2.2849178314208984,-4.666666666666667,-6.0,1.3333333333333333,2,2,0,0,-1.7542311798315495
train,798,7191,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-2.621804263856676,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-1.352522529894486
train,799,7200,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-3.1643930541144476,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-0.7263906376902014
train,800,7209,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.0,2.0,-1.0,1.0,-1.4723321331871881,-4.444444444444445,-6.0,1.5555555555555556,1,1,0,0,-0.788964508799836
train,801,7218,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.3333333333333333,4.666666666666667,-1.0,1.0,-3.902392307917277,-4.222222222222222,-4.646406018466134,0.424183796243912,4,4,0,1,-1.4255048334598541
train,802,7227,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-1.7528493139478896,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-1.431466166395694
train,803,7236,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.444381581412421,-4.444444444444445,-4.933850862987903,0.48940641854345784,3,3,0,0,-0.6431777412071824
train,804,7245,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.27791690826416,-4.666666666666667,-4.927705831880152,0.2610391652134856,3,3,0,0,-0.9738481976091862
train,805,7254,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.0,4.0,-1.0,1.0,-2.6113634639316134,-4.222222222222222,-5.999933355110961,1.777711132888738,3,3,0,0,-1.6675085108727217
train,806,7263,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.7777777777777778,4.222222222222222,-1.0,1.0,-4.392381111780803,-4.444444444444445,-4.963476770366479,0.5190323259220341,4,4,0,0,-1.0711274463683367
train,807,7272,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-2.423187838660346,-4.0,-5.8923875537910995,1.8923875537910995,2,2,0,1,-2.6504912823438644
train,808,7281,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.287734243604872,-4.666666666666667,-4.824000134791501,0.15733346812483529,3,3,0,0,-1.576922721695155
train,809,7290,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-2.730234940846761,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-1.2265364902559668
train,810,7299,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-5.4219249619377985,-4.888888888888889,-4.962006211944097,0.07311732305520785,4,4,0,0,-0.5347831889521331
train,811,7308,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-5.6445264551374645,-5.111111111111111,-4.971990432393811,-0.13912067871730008,4,4,0,0,-0.57818598812446
train,812,7317,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-2.6417968008253307,-4.444444444444445,-5.299297777623579,0.8548533331791346,3,3,0,2,-3.1539029479026794
train,813,7326,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.8888888888888888,3.111111111111111,-1.0,1.0,-5.218940999772814,-4.444444444444445,-4.920388640806552,0.4759441963621069,3,3,0,0,-0.7592969879042357
train,814,7335,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.0013161765204535,-4.666666666666667,-5.066666666666666,0.39999999999999974,3,3,0,0,-0.6541844548191875
train,815,7344,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.4444444444444446,2.5555555555555554,-1.0,1.0,-2.2220033009847007,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-2.677151797572151
train,816,7353,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-2.671283404032389,-4.444444444444445,-5.9938782220802915,1.5494337776358469,2,2,0,0,-0.5871182612609118
train,817,7362,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.36877801683214,-4.666666666666667,-5.066666666666666,0.39999999999999974,3,3,0,0,-0.8002548608928919
train,818,7371,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-3.12245594130622,-4.666666666666667,-6.0,1.3333333333333333,2,2,0,0,-1.1053274672012776
train,819,7380,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-2.74452797571818,-4.444444444444445,-6.0,1.5555555555555556,0,0,0,0,-1.1210644678212702
train,820,7389,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-3.130824406941732,-4.222222222222222,-5.929062633315397,1.7068404110931743,2,2,0,0,-1.5813077869825065
train,821,7398,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-2.9731325573391385,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-2.720848206896335
train,822,7407,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.1111111111111112,3.888888888888889,-1.0,1.0,-3.54459105597602,-4.444444444444445,-5.877905535354218,1.433461090909773,3,3,0,1,-2.1150449067354202
train,823,7416,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-2.3549596203698053,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-2.4707501514349133
train,824,7425,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-3.639611429638333,-4.0,-6.0,2.0,2,2,0,0,-1.0534426369704306
train,825,7434,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-2.244717174106174,-4.0,-6.0,2.0,0,0,0,0,-3.8109001219272614
train,826,7443,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-2.9172982109917536,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-2.1041995198465884
train,827,7452,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.6666666666666665,2.3333333333333335,-1.0,1.0,-3.5562535656823053,-4.0,-5.967510337958211,1.9675103379582106,2,2,0,0,-4.784369537606835
train,828,7461,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.7820404105716285,-4.222222222222222,-5.0326137561899795,0.8103915339677572,3,3,0,0,-0.5168709913268685
train,829,7470,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.229809496137831,-4.444444444444445,-5.066666666666666,0.622222222222222,3,3,0,0,-0.8567920138593763
train,830,7479,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-3.549466954337226,-4.666666666666667,-6.0,1.3333333333333333,2,2,0,0,-0.8498254108708352
train,831,7488,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.6666666666666665,2.3333333333333335,-1.0,1.0,-4.666500700844659,-4.0,-5.521986974960594,1.5219869749605943,3,3,0,0,-0.7699608784168959
train,832,7497,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-2.365411917368571,-4.444444444444445,-5.9413214021161105,1.4968769576716663,2,2,0,1,-2.963403344154358
train,833,7506,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.075960159301758,-5.111111111111111,-5.066666666666666,-0.04444444444444468,3,3,0,0,-0.7789715367835015
train,834,7515,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-4.391254875395033,-4.666666666666667,-5.999798383901679,1.3331317172350114,3,3,0,0,-0.7034466257318854
train,835,7524,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.111111111111111,2.888888888888889,-1.0,1.0,-2.316641913519965,-4.666666666666667,-5.989566175288043,1.3228995086213755,2,2,0,0,-0.39794878009706736
train,836,7533,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.2222222222222223,1.7777777777777777,-1.0,1.0,-1.8935599856906467,-4.444444444444445,-6.0,1.5555555555555556,1,1,0,0,-0.8772111521102488
train,837,7542,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-5.187973711225721,-4.444444444444445,-4.9237432242236405,0.479298779779196,4,4,0,0,-0.6717890405561775
train,838,7551,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.807069142659505,-4.222222222222222,-5.1478851918969175,0.9256629696746952,3,3,0,0,-1.2393549727275968
train,839,7560,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-2.3537561893463135,-4.444444444444445,-5.335063262842467,0.8906188183980225,3,3,0,1,-1.762388914823532
train,840,7569,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.7777777777777777,3.2222222222222223,-1.0,1.0,-4.4197056028578015,-4.0,-5.2177941455841115,1.217794145584112,3,3,0,0,-1.1745064184069633
train,841,7578,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-3.64814739757114,-4.444444444444445,-4.779975851528808,0.3355314070843639,3,3,0,1,-1.7345568463206291
train,842,7587,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.3333333333333335,1.6666666666666667,-1.0,1.0,-2.9855212105645075,-4.444444444444445,-6.0,1.5555555555555556,1,1,0,0,-2.0922034478280693
train,843,7596,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-4.0049420727623835,-4.222222222222222,-5.240056107124648,1.0178338849024255,2,2,0,0,-0.5882363261189312
train,844,7605,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-4.0920090675354,-3.7777777777777777,-5.282863900846559,1.505086123068781,2,2,0,0,-2.845509961247444
train,845,7614,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.401865429348415,-4.444444444444445,-5.437002709773442,0.9925582653289986,3,3,0,0,-0.9063943133223802
train,846,7623,fixed_embb_offload_snapshot,offload,0.3333333333333333,1.0,0.303921568627451,0.20588235294117646,1.1111111111111112,3.888888888888889,-1.0,1.0,-4.447387165493435,-4.222222222222222,-5.149440525324683,0.9272183031024608,4,4,0,0,-0.7743778208969161
train,847,7632,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-2.33962353070577,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-1.7211444326676428
train,848,7641,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.4444444444444446,2.5555555555555554,-1.0,1.0,-2.5253683196173773,-4.0,-5.63024525180523,1.6302452518052308,2,2,0,0,-1.4361698948778212
train,849,7650,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.657923804389106,-4.444444444444445,-5.066666666666666,0.622222222222222,3,3,0,0,-0.6489396851975471
train,850,7659,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.752717971801758,-4.444444444444445,-5.066666666666666,0.622222222222222,3,3,0,0,-0.6083439893554896
train,851,7668,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.6666666666666667,3.3333333333333335,-1.0,1.0,-4.524614599015978,-4.444444444444445,-5.222222222222222,0.7777777777777776,3,3,0,0,-0.9627547778654844
train,852,7677,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.1111111111111112,3.888888888888889,-1.0,1.0,-2.2590483294592962,-4.444444444444445,-5.978686580726551,1.5342421362821066,3,3,0,1,-2.2098876535892487
train,853,7686,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.2418638070424395,-4.444444444444445,-5.966017848438621,1.5215734039941762,3,3,0,0,-1.7011769083328545
train,854,7695,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.577652057011922,-4.444444444444445,-5.066666666666666,0.622222222222222,3,3,0,0,-0.6661209233570844
train,855,7704,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.152999771965875,-4.444444444444445,-5.610143636344641,1.1656991919001969,3,3,0,0,-0.7034094035625458
train,856,7713,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-4.922203487820095,-4.444444444444445,-4.970291745295447,0.525847300851003,4,4,0,0,-0.651653993758373
train,857,7722,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-4.14383331934611,-4.666666666666667,-4.660226164694006,-0.006440501972661118,4,4,0,1,-1.4177535772323608
train,858,7731,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-4.666575272878011,-4.222222222222222,-4.995914801107539,0.7736925788853167,2,2,0,0,-1.1142591647803783
train,859,7740,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.5555555555555554,2.4444444444444446,-1.0,1.0,-4.270516183641222,-4.444444444444445,-5.907614691354954,1.4631702469105097,2,2,0,0,-0.6344373361207545
train,860,7749,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-5.583007176717122,-5.111111111111111,-5.066666666666666,-0.04444444444444468,3,3,0,0,-1.2442437908612192
train,861,7758,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.7777777777777778,4.222222222222222,-1.0,1.0,-5.193442371156481,-4.444444444444445,-4.82660532468224,0.38216088023779526,4,4,0,0,-0.8553274546284229
train,862,7767,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.888888888888889,2.111111111111111,-1.0,1.0,-3.1330670250786676,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-1.5146938178222626
train,863,7776,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.097251547707452,-4.0,-4.708010938624872,0.7080109386248716,3,3,0,0,-0.599765180144459
train,864,7785,fixed_embb_offload_snapshot,offload,0.4444444444444444,1.0,0.40522875816993464,0.20588235294117646,1.0,4.0,-1.0,1.0,-5.010422256257799,-4.222222222222222,-5.0945936835147885,0.8723714612925659,4,4,0,1,-2.7087139561772346
train,865,7794,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.8888888888888888,4.111111111111111,-1.0,1.0,-5.604633596208361,-5.111111111111111,-5.0,-0.1111111111111111,4,4,0,0,-0.511141121154651
train,866,7803,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-3.3083323902553983,-4.222222222222222,-5.634870228297846,1.412648006075624,3,3,0,1,-2.6006983891129494
train,867,7812,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.4444444444444444,4.555555555555555,-1.0,1.0,-3.6987184948391385,-3.7777777777777777,-4.763907909223406,0.9861301314456282,4,4,0,1,-1.4703569412231445
train,868,7821,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.5555555555555554,2.4444444444444446,-1.0,1.0,-2.655439164903429,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-1.2933555140625685
train,869,7830,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-3.8543203671773276,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-7.5756179094314575
train,870,7839,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.4444444444444446,2.5555555555555554,-1.0,1.0,-4.7716165913475885,-4.222222222222222,-5.568102420246331,1.345880198024109,2,2,0,0,-0.8452301661018282
train,871,7848,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-4.63761372036404,-4.222222222222222,-5.682841677235295,1.4606194550130729,3,3,0,0,-2.3016509478911757
train,872,7857,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.426291518741184,-3.7777777777777777,-5.066386432278508,1.2886086545007296,3,3,0,0,-0.9673186407890171
train,873,7866,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-2.741854296790229,-4.222222222222222,-6.0,1.7777777777777777,2,2,0,0,-1.6952297710813582
train,874,7875,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.3333333333333335,1.6666666666666667,-1.0,1.0,-4.453656408521864,-4.0,-5.96992615529307,1.9699261552930691,2,2,0,0,-0.9271922544576228
train,875,7884,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.6666666666666667,3.3333333333333335,-1.0,1.0,-5.153336366017659,-4.666666666666667,-5.002734466835804,0.33606780016913734,3,3,0,0,-0.9420614677947015
train,876,7893,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-4.626179377237956,-4.222222222222222,-5.3431982739257595,1.120976051703537,3,3,0,0,-1.8943213890306652
train,877,7902,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.4444444444444446,2.5555555555555554,-1.0,1.0,-2.8053849008348255,-4.444444444444445,-6.0,1.5555555555555556,2,2,0,0,-0.6101028292905539
train,878,7911,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.6666666666666667,3.3333333333333335,-1.0,1.0,-5.066480583614773,-4.666666666666667,-5.066666666666666,0.39999999999999974,3,3,0,0,-0.8742441234644502
train,879,7920,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.6666666666666667,3.3333333333333335,-1.0,1.0,-4.312519364886814,-3.3333333333333335,-5.526899814847932,2.193566481514598,3,3,0,0,-2.004312042146921
train,880,7929,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.7777777777777777,3.2222222222222223,-1.0,1.0,-3.528642389509413,-4.0,-5.222222222222222,1.222222222222222,3,3,0,0,-0.7746636990923434
train,881,7938,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-5.140123075909084,-4.666666666666667,-5.222222222222222,0.5555555555555554,3,3,0,0,-1.2242735603358597
train,882,7947,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.2222222222222223,1.7777777777777777,-1.0,1.0,-2.338267061445448,-4.666666666666667,-6.0,1.3333333333333333,1,1,0,0,-0.827768987743184
train,883,7956,fixed_embb_offload_snapshot,offload,0.3333333333333333,1.0,0.303921568627451,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-5.259374353620741,-4.666666666666667,-5.122103127364407,0.45543646069774013,4,4,0,0,-0.6531949718482792
train,884,7965,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.111111111111111,1.8888888888888888,-1.0,1.0,-2.3038978576660156,-4.666666666666667,-6.0,1.3333333333333333,1,1,0,0,-1.0258897754829377
train,885,7974,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.3333333333333335,1.6666666666666667,-1.0,1.0,-3.677694214714898,-4.222222222222222,-6.0,1.7777777777777777,1,1,0,0,-1.9767385686282068
train,886,7983,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.039052910274929,-4.444444444444445,-5.241973477604807,0.7975290331603629,3,3,0,0,-1.2624278005678207
train,887,7992,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.419608222113715,-4.444444444444445,-5.7834031424157,1.3389586979712556,3,3,0,0,-0.9945359015837312
train,888,8001,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-1.3549567858378093,-4.444444444444445,-5.977236080170142,1.5327916357256983,2,2,0,1,-3.32280233502388
train,889,8010,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.128511375851101,-4.888888888888889,-5.066666666666666,0.17777777777777753,3,3,0,0,-4.798082940513268
train,890,8019,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.4444444444444446,1.5555555555555556,-1.0,1.0,-2.5426965289645724,-4.444444444444445,-6.0,1.5555555555555556,1,1,0,0,-1.6036023169290274
train,891,8028,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.4444444444444446,1.5555555555555556,-1.0,1.0,-3.384021520614624,-4.0,-6.0,2.0,1,1,0,0,-0.748813031706959
train,892,8037,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.130213366614448,-4.222222222222222,-5.377777777777777,1.1555555555555554,3,3,0,0,-0.45840368303470314
train,893,8046,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.857601483662923,-4.0,-5.049479854571867,1.0494798545718669,3,3,0,0,-0.6422027887310833
train,894,8055,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.8023588922288685,-4.444444444444445,-5.083686153805598,0.6392417093611532,3,3,0,0,-1.0688054885249585
train,895,8064,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.111111111111111,1.8888888888888888,-1.0,1.0,-2.446574158138699,-4.222222222222222,-6.0,1.7777777777777777,1,1,0,0,-0.8913333229720592
train,896,8073,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-3.1688122749328613,-4.444444444444445,-5.216804478271701,0.7723600338272558,3,3,0,1,-1.7160524055361748
train,897,8082,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.8888888888888888,3.111111111111111,-1.0,1.0,-4.281319035424127,-3.7777777777777777,-5.345502026004657,1.5677242482268796,3,3,0,0,-0.5044305422343314
train,898,8091,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.2222222222222223,1.7777777777777777,-1.0,1.0,-2.1287588013543024,-4.666666666666667,-6.0,1.3333333333333333,1,1,0,0,-2.149846930289641
train,899,8100,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.525571346282959,-4.0,-5.600598970741192,1.6005989707411914,3,3,0,0,-0.8369088286999613
train,900,8109,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.613979048199123,-3.7777777777777777,-5.161560546064544,1.383782768286766,3,3,0,0,-1.144860509550199
