phase,episode,global_step,snapshot_name,expected_case,local_load,neighbor_load,scenario_local_load,scenario_neighbor_load,local_ue_count,neighbor_ue_count,local_bias,neighbor_bias,mean_raw_action,mean_applied_offset,mean_desired_offset,mean_tracking_error,handover_attempts,handover_successes,handover_failures,handover_ping_pongs,episode_return
train,35,324,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,1.148263030582004,2.2222222222222223,-6.0,8.222222222222221,0,0,0,0,-5.145516782999039
train,36,333,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-0.46106727917989093,-0.6666666666666666,-6.0,5.333333333333333,0,0,0,0,-3.019628981128335
train,37,342,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-1.9674028290642633,-1.1111111111111112,-6.0,4.888888888888889,0,0,0,0,-2.3767868876457214
train,38,351,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.4444444444444446,2.5555555555555554,-1.0,1.0,0.7908131016625298,-0.8888888888888888,-6.0,5.111111111111111,2,2,0,0,-2.488840425387025
train,39,360,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.1111111111111112,3.888888888888889,-1.0,1.0,-2.410452948676215,-2.4444444444444446,-5.68707667632858,3.2426322318841354,3,3,0,0,-1.606669757515192
train,40,369,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,0.41760211520724827,-0.4444444444444444,-6.0,5.555555555555555,0,0,0,0,-2.3260553032159805
train,41,378,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-0.7572204271952311,-3.3333333333333335,-5.994208883065442,2.660875549732108,3,3,0,0,-2.5928465761244297
train,42,387,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.3333333333333335,1.6666666666666667,-1.0,1.0,-1.130530595779419,-0.8888888888888888,-5.6966704955032,4.807781606614311,2,2,0,0,-2.938380843028426
train,43,396,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,1.6001988252003987,1.7777777777777777,-6.0,7.777777777777778,0,0,0,0,-4.742149144411087
train,44,405,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,0.2927135096655952,0.6666666666666666,-6.0,6.666666666666667,0,0,0,0,-3.5506274700164795
train,45,414,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,2.082293325000339,2.4444444444444446,-6.0,8.444444444444445,0,0,0,0,-5.532338947057724
train,46,423,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.0,2.0,-1.0,1.0,-0.47787819968329537,0.4444444444444444,-6.0,6.444444444444445,1,1,0,0,-3.917217940092087
train,47,432,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.4444444444444446,1.5555555555555556,-1.0,1.0,-0.4083357122209337,0.4444444444444444,-6.0,6.444444444444445,1,1,0,0,-3.2160723507404327
train,48,441,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,0.02383067872789171,1.3333333333333333,-6.0,7.333333333333333,0,0,0,0,-5.919502437114716
train,49,450,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,0.6545842488606771,0.2222222222222222,-6.0,6.222222222222222,0,0,0,0,-3.883455902338028
train,50,459,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.0,2.0,-1.0,1.0,0.5043890741136339,0.6666666666666666,-5.749220560666804,6.415887227333471,1,1,0,1,-5.610837399959564
train,51,468,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,0.8320569462246366,0.4444444444444444,-6.0,6.444444444444445,0,0,0,0,-4.025656461715698
train,52,477,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.6666666666666665,2.3333333333333335,-1.0,1.0,0.7178698115878634,0.8888888888888888,-5.958421544017275,6.8473104329061645,2,2,0,0,-4.9194016456604
train,53,486,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-0.8409305678473579,-1.1111111111111112,-6.0,4.888888888888889,0,0,0,0,-4.0289966613054276
train,54,495,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.0,2.0,-1.0,1.0,1.0425822734832764,0.8888888888888888,-5.511110159181295,6.399999048070184,1,1,0,0,-5.434119343757629
train,55,504,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.4444444444444446,2.5555555555555554,-1.0,1.0,-0.7984326945410835,-2.0,-5.95641356755779,3.9564135675577896,2,2,0,0,-2.361786076799035
train,56,513,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-0.9241222275627984,-1.1111111111111112,-6.0,4.888888888888889,0,0,0,0,-2.685938909649849
train,57,522,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.111111111111111,1.8888888888888888,-1.0,1.0,-2.363149536980523,-2.0,-6.0,4.0,1,1,0,0,-1.52803991176188
train,58,531,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.0,2.0,-1.0,1.0,-2.30568438106113,-2.6666666666666665,-6.0,3.3333333333333335,1,1,0,0,-3.832891011610627
train,59,540,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-2.9682716528574624,-2.6666666666666665,-5.22544525560951,2.558778588942843,3,3,0,0,-2.9542371816933155
train,60,549,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-3.094030088848538,-3.111111111111111,-6.0,2.888888888888889,2,2,0,0,-1.0118844006210566
train,61,558,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-4.399537801742554,-3.7777777777777777,-5.066666666666666,1.2888888888888888,3,3,0,0,-0.6060056968126446
train,62,567,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-5.257065243191189,-4.888888888888889,-6.0,1.1111111111111112,2,2,0,0,-1.1371081231627613
train,63,576,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.694549984402126,-4.444444444444445,-4.90572355247304,0.4612791080285952,3,3,0,0,-0.40786351449787617
train,64,585,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-5.329248878690931,-4.666666666666667,-5.429587489885122,0.7629208232184559,3,3,0,1,-1.8372540175914764
train,65,594,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-4.842044115066528,-4.222222222222222,-4.9111111111111105,0.6888888888888887,3,3,0,0,-1.2329024146310985
train,66,603,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-5.323232332865397,-4.888888888888889,-5.852438878408135,0.9635499895192466,3,3,0,0,-1.1719683764968067
train,67,612,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.746647304958767,-5.111111111111111,-5.222222222222222,0.11111111111111091,3,3,0,0,-0.7396875994745642
train,68,621,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.0,3.0,-1.0,1.0,-5.207984050114949,-4.888888888888889,-5.2031318241816376,0.3142429352927485,3,3,0,0,-1.9741467032581568
train,69,630,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.111111111111111,2.888888888888889,-1.0,1.0,-5.653764830695258,-5.111111111111111,-6.0,0.8888888888888888,2,2,0,0,-3.033646108582616
train,70,639,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.111111111111111,1.8888888888888888,-1.0,1.0,-5.28347455130683,-4.888888888888889,-5.881762698544119,0.9928738096552296,1,1,0,0,-1.0790617850143462
train,71,648,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-5.475491179360284,-4.888888888888889,-6.0,1.1111111111111112,0,0,0,0,-1.6626463923603296
train,72,657,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-5.364209095637004,-4.666666666666667,-5.747396081779824,1.080729415113157,3,3,0,0,-1.6597918601473793
train,73,666,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.7777777777777778,4.222222222222222,-1.0,1.0,-5.458125564787123,-5.111111111111111,-4.961674303954653,-0.1494368071564585,4,4,0,0,-1.1739910102915019
train,74,675,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-5.4832432005140515,-5.111111111111111,-6.0,0.8888888888888888,2,2,0,0,-2.452825168380514
train,75,684,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.649052619934082,-5.333333333333333,-5.0253650625580155,-0.307968270775318,3,3,0,0,-2.0943568046204746
train,76,693,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-5.567887571122911,-5.111111111111111,-6.0,0.8888888888888888,2,2,0,0,-1.071926059667021
train,77,702,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-5.6483091778225365,-5.111111111111111,-5.106107386431184,-0.005003724679928428,3,3,0,0,-1.7142149473074824
train,78,711,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.2222222222222223,1.7777777777777777,-1.0,1.0,-5.606568495432536,-5.111111111111111,-6.0,0.8888888888888888,1,1,0,0,-0.6365110916085541
train,79,720,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.111111111111111,1.8888888888888888,-1.0,1.0,-5.271344237857395,-4.444444444444445,-6.0,1.5555555555555556,1,1,0,0,-1.59568714722991
train,80,729,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.474665138456556,-4.888888888888889,-4.970371831607619,0.08148294271873052,3,3,0,0,-1.804437023587525
train,81,738,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.7777777777777777,3.2222222222222223,-1.0,1.0,-5.338660558064778,-4.666666666666667,-5.2161241723892715,0.5494575057226049,3,3,0,0,-0.7626037392765284
train,82,747,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.1111111111111112,3.888888888888889,-1.0,1.0,-5.435456964704725,-4.888888888888889,-6.0,1.1111111111111112,3,3,0,0,-1.4640718142036349
train,83,756,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.111111111111111,2.888888888888889,-1.0,1.0,-5.667196750640869,-5.111111111111111,-6.0,0.8888888888888888,2,2,0,0,-0.4221319896169007
train,84,765,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.447730196846856,-4.666666666666667,-5.222222222222222,0.5555555555555554,3,3,0,0,-0.9615713090170175
train,85,774,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.7777777777777778,4.222222222222222,-1.0,1.0,-5.633703708648682,-5.333333333333333,-4.942118590571244,-0.3912147427620892,4,4,0,0,-0.4723652023822069
train,86,783,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.665910773807102,-4.666666666666667,-5.207562861280901,0.5408961946142337,3,3,0,0,-0.5050144658889621
train,87,792,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.2222222222222223,2.7777777777777777,-1.0,1.0,-5.739114655388726,-5.111111111111111,-5.998812353829781,0.8877012427186698,2,2,0,0,-0.5226949076168239
train,88,801,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-5.381834692425198,-4.888888888888889,-5.97657325318709,1.0876843642982008,2,2,0,0,-2.3374255844391882
train,89,810,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-4.927360905541314,-4.444444444444445,-5.377777777777777,0.9333333333333331,3,3,0,0,-0.9171698002610356
train,90,819,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.6666666666666666,4.333333333333333,-1.0,1.0,-5.747948222690159,-5.333333333333333,-4.966491042766154,-0.36684229056718,4,4,0,0,-0.5579498810693622
train,91,828,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.5555555555555554,2.4444444444444446,-1.0,1.0,-5.3794092072380915,-4.888888888888889,-5.891058456669796,1.0021695677809066,2,2,0,0,-0.8674434815256973
train,92,837,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.18384509616428,-4.888888888888889,-5.30629634631489,0.41740745742600105,3,3,0,0,-2.2690228698775172
train,93,846,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-5.422498332129584,-5.111111111111111,-5.512549345784677,0.40143823467356565,3,3,0,0,-0.6161837831605226
train,94,855,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.0458287662929955,-4.888888888888889,-5.108566185515852,0.2196772966269634,3,3,0,0,-0.9730088890064508
train,95,864,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.653795454237196,-5.333333333333333,-5.046202704722127,-0.2871306286112063,3,3,0,0,-0.7533183991909027
train,96,873,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-5.570184071858724,-5.333333333333333,-6.0,0.6666666666666666,3,3,0,0,-1.9189472738653421
train,97,882,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.5555555555555556,3.4444444444444446,-1.0,1.0,-5.659324963887532,-5.111111111111111,-5.222222222222222,0.11111111111111091,3,3,0,0,-0.6640670050401241
train,98,891,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.3333333333333335,2.6666666666666665,-1.0,1.0,-5.631417274475098,-4.888888888888889,-6.0,1.1111111111111112,2,2,0,0,-0.6250340905971825
train,99,900,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.4719962279001875,-4.666666666666667,-5.06452652925489,0.3978598625882237,3,3,0,0,-1.143737489823252
train,100,909,fixed_embb_offload_snapshot,offload,0.2222222222222222,1.0,0.20261437908496732,0.20588235294117646,0.4444444444444444,4.555555555555555,-1.0,1.0,-5.453798770904541,-4.888888888888889,-4.751026950954422,-0.13786193793446688,4,4,0,1,-1.4172978550195694
train,101,918,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.2222222222222223,3.7777777777777777,-1.0,1.0,-5.794561439090305,-5.333333333333333,-6.0,0.6666666666666666,3,3,0,0,-1.047254592180252
train,102,927,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.3333333333333333,3.6666666666666665,-1.0,1.0,-4.614726569917467,-4.222222222222222,-5.524516370017031,1.3022941477948098,3,3,0,0,-1.6600435613654554
train,103,936,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.888888888888889,2.111111111111111,-1.0,1.0,-5.481482929653591,-4.666666666666667,-5.4222222222222225,0.7555555555555558,2,2,0,0,-2.3169830387923867
train,104,945,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.0,2.0,-1.0,1.0,-5.012612342834473,-4.888888888888889,-6.0,1.1111111111111112,1,1,0,0,-0.8551133018918335
train,105,954,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,1.4444444444444444,3.5555555555555554,-1.0,1.0,-5.816546228196886,-5.333333333333333,-5.514099603205092,0.18076626987175892,3,3,0,0,-0.47127429116517305
train,106,963,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,2.111111111111111,2.888888888888889,-1.0,1.0,-5.911948892805311,-5.333333333333333,-5.873286498921017,0.5399531655876832,2,2,0,1,-1.978218913078308
train,107,972,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,3.2222222222222223,1.7777777777777777,-1.0,1.0,-5.27634170320299,-4.888888888888889,-6.0,1.1111111111111112,1,1,0,0,-1.2384369841311127
train,108,981,fixed_embb_offload_snapshot,offload,0.3333333333333333,1.0,0.303921568627451,0.20588235294117646,0.5555555555555556,4.444444444444445,-1.0,1.0,-5.016284412807888,-4.444444444444445,-4.921055627527704,0.4766111830832604,4,4,0,0,-1.272041588788852
train,109,990,fixed_embb_offload_snapshot,offload,1.0,1.0,0.9117647058823528,0.20588235294117646,4.0,1.0,-1.0,1.0,-4.9222588274214,-4.444444444444445,-6.0,1.5555555555555556,0,0,0,0,-6.876860737800598
